,b,c,molecule,basis,Beta,beta_MRA,betaE,augmentation,polarization,mol_system,valence,Type
51,0,0,NH3,aug-cc-pCVDZ,1.858974,6.425399999999999,-71.0683537211691,aug,CV,First-row,D,aug-cc-pCVnZ
52,0,0,NH3O,aug-cc-pCVDZ,27.95028,28.53408,-2.045974497863608,aug,CV,First-row,D,aug-cc-pCVnZ
53,0,0,NOCl,aug-cc-pCVDZ,26.916840000000004,39.0423,-31.057237918872595,aug,CV,Second-row,D,aug-cc-pCVnZ
54,0,0,Na2,aug-cc-pCVDZ,0.9195120000000001,1.0730928,-14.311977491601832,aug,CV,Second-row,D,aug-cc-pCVnZ
55,0,0,NaCN,aug-cc-pCVDZ,29.401595999999998,25.396278,15.771279555216712,aug,CV,Second-row,D,aug-cc-pCVnZ
56,0,0,NaCl,aug-cc-pCVDZ,163.0902,133.2156,22.425751938962115,aug,CV,Second-row,D,aug-cc-pCVnZ
57,0,0,NaH,aug-cc-pCVDZ,713.016,641.934,11.073100972997223,aug,CV,Second-row,D,aug-cc-pCVnZ
60,0,0,OCl2,aug-cc-pCVDZ,15.14118,23.00472,-34.18228954753633,aug,CV,Second-row,D,aug-cc-pCVnZ
62,0,0,P2H4,aug-cc-pCVDZ,27.78306,32.9805,-15.759130395233548,aug,CV,Second-row,D,aug-cc-pCVnZ
64,0,0,PH3O,aug-cc-pCVDZ,30.650556084,31.26654,-1.9701057936055528,aug,CV,Second-row,D,aug-cc-pCVnZ
65,0,0,S2H2,aug-cc-pCVDZ,0.982452,7.272239999999999,-86.4903798554503,aug,CV,Second-row,D,aug-cc-pCVnZ
69,0,0,SO2,aug-cc-pCVDZ,16.99866,17.18604,-1.0903035254194535,aug,CV,Second-row,D,aug-cc-pCVnZ
70,0,0,SiH3Cl,aug-cc-pCVDZ,30.36114,24.59964,23.421074454748112,aug,CV,Second-row,D,aug-cc-pCVnZ
73,0,0,SiO,aug-cc-pCVDZ,70.6224,74.75280000000001,-5.525411757151582,aug,CV,Second-row,D,aug-cc-pCVnZ
74,0,0,BF,aug-cc-pCVQZ,38.3895,38.31852,0.18523679933358259,aug,CV,Fluorine,Q,aug-cc-pCVnZ
75,0,0,BH2Cl,aug-cc-pCVQZ,28.22472,27.979380000000003,0.8768600304938807,aug,CV,Second-row,Q,aug-cc-pCVnZ
76,0,0,BH2F,aug-cc-pCVQZ,20.34846,20.177460000000004,0.8474803072338927,aug,CV,Fluorine,Q,aug-cc-pCVnZ
79,0,0,CH2BH,aug-cc-pCVQZ,70.51320000000001,68.5518,2.8611940167873224,aug,CV,First-row,Q,aug-cc-pCVnZ
82,0,0,CH3Cl,aug-cc-pCVQZ,2.765094,1.562274,76.99161606734798,aug,CV,Second-row,Q,aug-cc-pCVnZ
83,0,0,CH3F,aug-cc-pCVQZ,17.126160000000002,16.901580000000003,1.3287515131721386,aug,CV,Fluorine,Q,aug-cc-pCVnZ
84,0,0,CH3NH2,aug-cc-pCVQZ,2.6808054,2.7820596,-3.6395410076764736,aug,CV,First-row,Q,aug-cc-pCVnZ
87,0,0,CO,aug-cc-pCVQZ,18.92976,18.840300000000003,0.4748332032929357,aug,CV,First-row,Q,aug-cc-pCVnZ
88,0,0,CS,aug-cc-pCVQZ,28.654980000000002,28.709039999999998,-0.18830305715550302,aug,CV,Second-row,Q,aug-cc-pCVnZ
89,0,0,CSO,aug-cc-pCVQZ,20.44932,20.581919999999997,-0.6442547634039804,aug,CV,Second-row,Q,aug-cc-pCVnZ
90,0,0,ClCN,aug-cc-pCVQZ,14.17956,13.768620000000002,2.984612837016333,aug,CV,Second-row,Q,aug-cc-pCVnZ
93,0,0,FNO,aug-cc-pCVQZ,0.9611531999999999,1.4933322,-35.637013653090726,aug,CV,Fluorine,Q,aug-cc-pCVnZ
94,0,0,H2O,aug-cc-pCVQZ,4.334682,4.6272,-6.321706431535276,aug,CV,First-row,Q,aug-cc-pCVnZ
95,0,0,HBO,aug-cc-pCVQZ,22.36626,22.33128,0.15664126731652148,aug,CV,First-row,Q,aug-cc-pCVnZ
97,0,0,HCCCl,aug-cc-pCVQZ,40.87962,40.12044,1.8922524279394757,aug,CV,Second-row,Q,aug-cc-pCVnZ
98,0,0,HCCF,aug-cc-pCVQZ,46.980239999999995,46.975139999999996,0.010856806387375902,aug,CV,Fluorine,Q,aug-cc-pCVnZ
99,0,0,HCHO,aug-cc-pCVQZ,22.66716,22.26708,1.7967331145349956,aug,CV,First-row,Q,aug-cc-pCVnZ
100,0,0,HCHS,aug-cc-pCVQZ,3.7557720000000003,2.3525579999999997,59.64630840132319,aug,CV,Second-row,Q,aug-cc-pCVnZ
102,0,0,HCONH2,aug-cc-pCVQZ,11.884170000000001,11.846298,0.3196948109865219,aug,CV,First-row,Q,aug-cc-pCVnZ
103,0,0,HCOOH,aug-cc-pCVQZ,1.561404,1.5746765999999996,-0.8428778328197446,aug,CV,First-row,Q,aug-cc-pCVnZ
104,0,0,HCP,aug-cc-pCVQZ,28.91124,27.742560000000005,4.212588888696626,aug,CV,Second-row,Q,aug-cc-pCVnZ
107,0,0,HNC,aug-cc-pCVQZ,22.6776,22.660739999999997,0.07440180682539388,aug,CV,First-row,Q,aug-cc-pCVnZ
109,0,0,HNS,aug-cc-pCVQZ,17.312328,18.974567999999998,-8.760357548061158,aug,CV,Second-row,Q,aug-cc-pCVnZ
114,0,0,LiBH4,aug-cc-pCVQZ,31.783440000000002,31.64592,0.43455838856952833,aug,CV,First-row,Q,aug-cc-pCVnZ
116,0,0,LiCl,aug-cc-pCVQZ,48.768,47.4636,2.7482112608398883,aug,CV,Second-row,Q,aug-cc-pCVnZ
117,0,0,LiH,aug-cc-pCVQZ,186.1842,183.5514,1.4343666133845905,aug,CV,First-row,Q,aug-cc-pCVnZ
122,0,0,NH2Cl,aug-cc-pCVQZ,17.8968744,18.4787118,-3.1486902674676585,aug,CV,Second-row,Q,aug-cc-pCVnZ
125,0,0,NH3,aug-cc-pCVQZ,6.1581341400000005,6.425399999999999,-4.159520963675389,aug,CV,First-row,Q,aug-cc-pCVnZ
126,0,0,NH3O,aug-cc-pCVQZ,28.647833964000004,28.53408,0.39866000235509347,aug,CV,First-row,Q,aug-cc-pCVnZ
127,0,0,NOCl,aug-cc-pCVQZ,38.110079999999996,39.0423,-2.3877179366994286,aug,CV,Second-row,Q,aug-cc-pCVnZ
128,0,0,Na2,aug-cc-pCVQZ,-0.2473014,1.0730928,-123.04566762539085,aug,CV,Second-row,Q,aug-cc-pCVnZ
129,0,0,NaCN,aug-cc-pCVQZ,25.858691999999998,25.396278,1.8207943699466473,aug,CV,Second-row,Q,aug-cc-pCVnZ
130,0,0,NaCl,aug-cc-pCVQZ,135.91619999999998,133.2156,2.027240052966755,aug,CV,Second-row,Q,aug-cc-pCVnZ
131,0,0,NaH,aug-cc-pCVQZ,648.1859999999999,641.934,0.973931899541067,aug,CV,Second-row,Q,aug-cc-pCVnZ
134,0,0,OCl2,aug-cc-pCVQZ,21.40188,23.00472,-6.967439725412874,aug,CV,Second-row,Q,aug-cc-pCVnZ
136,0,0,P2H4,aug-cc-pCVQZ,33.1029,32.9805,0.371128394051027,aug,CV,Second-row,Q,aug-cc-pCVnZ
138,0,0,PH3O,aug-cc-pCVQZ,31.2933,31.26654,0.08558670067106706,aug,CV,Second-row,Q,aug-cc-pCVnZ
139,0,0,S2H2,aug-cc-pCVQZ,6.99516,7.272239999999999,-3.8101052770535477,aug,CV,Second-row,Q,aug-cc-pCVnZ
143,0,0,SO2,aug-cc-pCVQZ,17.19888,17.18604,0.0747118009733518,aug,CV,Second-row,Q,aug-cc-pCVnZ
144,0,0,SiH3Cl,aug-cc-pCVQZ,24.740339999999996,24.59964,0.5719595896525127,aug,CV,Second-row,Q,aug-cc-pCVnZ
147,0,0,SiO,aug-cc-pCVQZ,74.9352,74.75280000000001,0.24400423796832627,aug,CV,Second-row,Q,aug-cc-pCVnZ
148,0,0,BF,aug-cc-pCVTZ,37.93338,38.31852,-1.0051014496384512,aug,CV,Fluorine,T,aug-cc-pCVnZ
149,0,0,BH2Cl,aug-cc-pCVTZ,30.700919999999996,27.979380000000003,9.726948917381277,aug,CV,Second-row,T,aug-cc-pCVnZ
150,0,0,BH2F,aug-cc-pCVTZ,20.71668,20.177460000000004,2.672387902144257,aug,CV,Fluorine,T,aug-cc-pCVnZ
153,0,0,CH2BH,aug-cc-pCVTZ,72.91038696,68.5518,6.358092654022209,aug,CV,First-row,T,aug-cc-pCVnZ
156,0,0,CH3Cl,aug-cc-pCVTZ,5.748174000000001,1.562274,267.93635431428805,aug,CV,Second-row,T,aug-cc-pCVnZ
157,0,0,CH3F,aug-cc-pCVTZ,17.382119999999997,16.901580000000003,2.8431661418636254,aug,CV,Fluorine,T,aug-cc-pCVnZ
158,0,0,CH3NH2,aug-cc-pCVTZ,2.4853985999999995,2.7820596,-10.663358901441246,aug,CV,First-row,T,aug-cc-pCVnZ
161,0,0,CO,aug-cc-pCVTZ,19.081439999999997,18.840300000000003,1.2799159249056242,aug,CV,First-row,T,aug-cc-pCVnZ
162,0,0,CS,aug-cc-pCVTZ,29.45136,28.709039999999998,2.5856663963685413,aug,CV,Second-row,T,aug-cc-pCVnZ
163,0,0,CSO,aug-cc-pCVTZ,19.940459999999998,20.581919999999997,-3.116618857715892,aug,CV,Second-row,T,aug-cc-pCVnZ
164,0,0,ClCN,aug-cc-pCVTZ,16.89798,13.768620000000002,22.72820369797407,aug,CV,Second-row,T,aug-cc-pCVnZ
167,0,0,FNO,aug-cc-pCVTZ,0.5816508,1.4933322,-61.05014008269559,aug,CV,Fluorine,T,aug-cc-pCVnZ
168,0,0,H2O,aug-cc-pCVTZ,4.310874,4.6272,-6.836229253112035,aug,CV,First-row,T,aug-cc-pCVnZ
169,0,0,HBO,aug-cc-pCVTZ,23.02014,22.33128,3.0847313723172243,aug,CV,First-row,T,aug-cc-pCVnZ
171,0,0,HCCCl,aug-cc-pCVTZ,44.41056,40.12044,10.693103066666255,aug,CV,Second-row,T,aug-cc-pCVnZ
172,0,0,HCCF,aug-cc-pCVTZ,47.442660000000004,46.975139999999996,0.995249827887703,aug,CV,Fluorine,T,aug-cc-pCVnZ
173,0,0,HCHO,aug-cc-pCVTZ,23.59458,22.26708,5.961715680726887,aug,CV,First-row,T,aug-cc-pCVnZ
174,0,0,HCHS,aug-cc-pCVTZ,6.7580758319999985,2.3525579999999997,187.26500396589583,aug,CV,Second-row,T,aug-cc-pCVnZ
176,0,0,HCONH2,aug-cc-pCVTZ,12.256728,11.846298,3.4646266707118105,aug,CV,First-row,T,aug-cc-pCVnZ
177,0,0,HCOOH,aug-cc-pCVTZ,1.7076960000000003,1.5746765999999996,8.447410725478534,aug,CV,First-row,T,aug-cc-pCVnZ
178,0,0,HCP,aug-cc-pCVTZ,29.78322,27.742560000000005,7.3557018530373375,aug,CV,Second-row,T,aug-cc-pCVnZ
181,0,0,HNC,aug-cc-pCVTZ,22.68168,22.660739999999997,0.09240651452690014,aug,CV,First-row,T,aug-cc-pCVnZ
183,0,0,HNS,aug-cc-pCVTZ,13.8423192,18.974567999999998,-27.048040303210055,aug,CV,Second-row,T,aug-cc-pCVnZ
188,0,0,LiBH4,aug-cc-pCVTZ,32.10509715600001,31.64592,1.4509837476679655,aug,CV,First-row,T,aug-cc-pCVnZ
190,0,0,LiCl,aug-cc-pCVTZ,52.28424,47.4636,10.156498874927307,aug,CV,Second-row,T,aug-cc-pCVnZ
191,0,0,LiH,aug-cc-pCVTZ,191.76119999999997,183.5514,4.4727525913722115,aug,CV,First-row,T,aug-cc-pCVnZ
196,0,0,NH2Cl,aug-cc-pCVTZ,15.1890018,18.4787118,-17.802702026014604,aug,CV,Second-row,T,aug-cc-pCVnZ
199,0,0,NH3,aug-cc-pCVTZ,5.208782394,6.425399999999999,-18.934503781865708,aug,CV,First-row,T,aug-cc-pCVnZ
200,0,0,NH3O,aug-cc-pCVTZ,28.43743431,28.53408,-0.33870266712646424,aug,CV,First-row,T,aug-cc-pCVnZ
201,0,0,NOCl,aug-cc-pCVTZ,33.58296,39.0423,-13.983141362061144,aug,CV,Second-row,T,aug-cc-pCVnZ
202,0,0,Na2,aug-cc-pCVTZ,0.23071260000000002,1.0730928,-78.50021917955279,aug,CV,Second-row,T,aug-cc-pCVnZ
203,0,0,NaCN,aug-cc-pCVTZ,26.818542,25.396278,5.600285207147291,aug,CV,Second-row,T,aug-cc-pCVnZ
204,0,0,NaCl,aug-cc-pCVTZ,146.034,133.2156,9.622296487798724,aug,CV,Second-row,T,aug-cc-pCVnZ
205,0,0,NaH,aug-cc-pCVTZ,662.0219999999999,641.934,3.129293665703946,aug,CV,Second-row,T,aug-cc-pCVnZ
208,0,0,OCl2,aug-cc-pCVTZ,18.3753,23.00472,-20.123783293167662,aug,CV,Second-row,T,aug-cc-pCVnZ
210,0,0,P2H4,aug-cc-pCVTZ,32.73461999999999,32.9805,-0.7455314504025311,aug,CV,Second-row,T,aug-cc-pCVnZ
212,0,0,PH3O,aug-cc-pCVTZ,31.348019999999998,31.26654,0.2605980706531619,aug,CV,Second-row,T,aug-cc-pCVnZ
213,0,0,S2H2,aug-cc-pCVTZ,5.134872,7.272239999999999,-29.390779182205204,aug,CV,Second-row,T,aug-cc-pCVnZ
217,0,0,SO2,aug-cc-pCVTZ,16.96242,17.18604,-1.3011723468582457,aug,CV,Second-row,T,aug-cc-pCVnZ
218,0,0,SiH3Cl,aug-cc-pCVTZ,26.50722,24.59964,7.754503724444745,aug,CV,Second-row,T,aug-cc-pCVnZ
221,0,0,SiO,aug-cc-pCVTZ,73.8498,74.75280000000001,-1.2079815070472353,aug,CV,Second-row,T,aug-cc-pCVnZ
223,0,0,FNO,aug-cc-pV5Z,1.19631,1.4933322,-19.88989455929498,aug,V,Fluorine,5,aug-cc-pVnZ
224,0,0,H2O,aug-cc-pV5Z,4.565658,4.6272,-1.3300051867219962,aug,V,First-row,5,aug-cc-pVnZ
225,0,0,OCl2,aug-cc-pV5Z,21.419819999999998,23.00472,-6.889455729085167,aug,V,Second-row,5,aug-cc-pVnZ
226,0,0,BF,aug-cc-pVDZ,32.55486,38.31852,-15.041447321034326,aug,V,Fluorine,D,aug-cc-pVnZ
227,0,0,BH2Cl,aug-cc-pVDZ,36.53190438,27.979380000000003,30.56724051783848,aug,V,Second-row,D,aug-cc-pVnZ
228,0,0,BH2F,aug-cc-pVDZ,19.31472,20.177460000000004,-4.275761171128587,aug,V,Fluorine,D,aug-cc-pVnZ
231,0,0,CH2BH,aug-cc-pVDZ,78.3,68.5518,14.220195530970736,aug,V,First-row,D,aug-cc-pVnZ
234,0,0,CH3Cl,aug-cc-pVDZ,12.54486,1.562274,702.9871840663033,aug,V,Second-row,D,aug-cc-pVnZ
235,0,0,CH3F,aug-cc-pVDZ,16.634520000000002,16.901580000000003,-1.5800889620970389,aug,V,Fluorine,D,aug-cc-pVnZ
236,0,0,CH3NH2,aug-cc-pVDZ,1.6898334,2.7820596,-39.25962621361527,aug,V,First-row,D,aug-cc-pVnZ
239,0,0,CO,aug-cc-pVDZ,19.0818,18.840300000000003,1.2818267225044104,aug,V,First-row,D,aug-cc-pVnZ
240,0,0,CS,aug-cc-pVDZ,35.27778,28.709039999999998,22.880388894926483,aug,V,Second-row,D,aug-cc-pVnZ
241,0,0,CSO,aug-cc-pVDZ,15.25146,20.581919999999997,-25.89874997084819,aug,V,Second-row,D,aug-cc-pVnZ
242,0,0,ClCN,aug-cc-pVDZ,23.84748,13.768620000000002,73.20167162722188,aug,V,Second-row,D,aug-cc-pVnZ
245,0,0,FNO,aug-cc-pVDZ,0.39923399999999987,1.4933322,-73.26556006761255,aug,V,Fluorine,D,aug-cc-pVnZ
246,0,0,H2O,aug-cc-pVDZ,-3.0212220000000003,4.6272,-165.29266078838174,aug,V,First-row,D,aug-cc-pVnZ
247,0,0,HBO,aug-cc-pVDZ,25.63062,22.33128,14.77452255311832,aug,V,First-row,D,aug-cc-pVnZ
249,0,0,HCCCl,aug-cc-pVDZ,60.486599999999996,40.12044,50.76255395005636,aug,V,Second-row,D,aug-cc-pVnZ
250,0,0,HCCF,aug-cc-pVDZ,48.7512,46.975139999999996,3.7808508926210784,aug,V,Fluorine,D,aug-cc-pVnZ
251,0,0,HCHO,aug-cc-pVDZ,23.55312,22.26708,5.77552153223503,aug,V,First-row,D,aug-cc-pVnZ
252,0,0,HCHS,aug-cc-pVDZ,14.43824304,2.3525579999999997,513.7252743609297,aug,V,Second-row,D,aug-cc-pVnZ
254,0,0,HCONH2,aug-cc-pVDZ,13.435008,11.846298,13.411025115187874,aug,V,First-row,D,aug-cc-pVnZ
255,0,0,HCOOH,aug-cc-pVDZ,2.2069980000000005,1.5746765999999996,40.15563576673464,aug,V,First-row,D,aug-cc-pVnZ
256,0,0,HCP,aug-cc-pVDZ,29.843640000000004,27.742560000000005,7.5734899735280345,aug,V,Second-row,D,aug-cc-pVnZ
259,0,0,HNC,aug-cc-pVDZ,23.437260000000002,22.660739999999997,3.426719515779295,aug,V,First-row,D,aug-cc-pVnZ
261,0,0,HNS,aug-cc-pVDZ,6.236046,18.974567999999998,-67.13471421325639,aug,V,Second-row,D,aug-cc-pVnZ
266,0,0,LiBH4,aug-cc-pVDZ,33.625995324,31.64592,6.25696874668204,aug,V,First-row,D,aug-cc-pVnZ
268,0,0,LiCl,aug-cc-pVDZ,73.8048,47.4636,55.49768664829469,aug,V,Second-row,D,aug-cc-pVnZ
269,0,0,LiH,aug-cc-pVDZ,221.03040000000001,183.5514,20.41880367025259,aug,V,First-row,D,aug-cc-pVnZ
274,0,0,NH2Cl,aug-cc-pVDZ,8.1125352,18.4787118,-56.09793968430201,aug,V,Second-row,D,aug-cc-pVnZ
277,0,0,NH3,aug-cc-pVDZ,1.8897479999999998,6.425399999999999,-70.58941077598281,aug,V,First-row,D,aug-cc-pVnZ
278,0,0,NH3O,aug-cc-pVDZ,27.9135,28.53408,-2.174872993977729,aug,V,First-row,D,aug-cc-pVnZ
279,0,0,NOCl,aug-cc-pVDZ,26.85984,39.0423,-31.203233416064112,aug,V,Second-row,D,aug-cc-pVnZ
280,0,0,Na2,aug-cc-pVDZ,-0.40910460000000004,1.0730928,-138.12387894131803,aug,V,Second-row,D,aug-cc-pVnZ
281,0,0,NaCN,aug-cc-pVDZ,31.017173999999997,25.396278,22.132755043869018,aug,V,Second-row,D,aug-cc-pVnZ
282,0,0,NaCl,aug-cc-pVDZ,174.52140000000003,133.2156,31.00672894165551,aug,V,Second-row,D,aug-cc-pVnZ
283,0,0,NaH,aug-cc-pVDZ,746.7479999999999,641.934,16.327846787987546,aug,V,Second-row,D,aug-cc-pVnZ
286,0,0,OCl2,aug-cc-pVDZ,15.077580000000001,23.00472,-34.45875455123991,aug,V,Second-row,D,aug-cc-pVnZ
288,0,0,P2H4,aug-cc-pVDZ,27.472140000000003,32.9805,-16.701869286396494,aug,V,Second-row,D,aug-cc-pVnZ
290,0,0,PH3O,aug-cc-pVDZ,30.803352353999998,31.26654,-1.4814163831367382,aug,V,Second-row,D,aug-cc-pVnZ
291,0,0,S2H2,aug-cc-pVDZ,0.853266,7.272239999999999,-88.26680637602719,aug,V,Second-row,D,aug-cc-pVnZ
295,0,0,SO2,aug-cc-pVDZ,16.923,17.18604,-1.5305445582577497,aug,V,Second-row,D,aug-cc-pVnZ
296,0,0,SiH3Cl,aug-cc-pVDZ,30.278160000000003,24.59964,23.083752445157742,aug,V,Second-row,D,aug-cc-pVnZ
299,0,0,SiO,aug-cc-pVDZ,70.272,74.75280000000001,-5.994156740617076,aug,V,Second-row,D,aug-cc-pVnZ
300,0,0,BF,aug-cc-pVQZ,38.394600000000004,38.31852,0.19854629040997562,aug,V,Fluorine,Q,aug-cc-pVnZ
301,0,0,BH2Cl,aug-cc-pVQZ,28.47588,27.979380000000003,1.7745210937483156,aug,V,Second-row,Q,aug-cc-pVnZ
302,0,0,BH2F,aug-cc-pVQZ,20.3547,20.177460000000004,0.8784059044101566,aug,V,Fluorine,Q,aug-cc-pVnZ
305,0,0,CH2BH,aug-cc-pVQZ,70.554,68.5518,2.9207110535390783,aug,V,First-row,Q,aug-cc-pVnZ
308,0,0,CH3Cl,aug-cc-pVQZ,3.095364,1.562274,98.13195380579847,aug,V,Second-row,Q,aug-cc-pVnZ
309,0,0,CH3F,aug-cc-pVQZ,17.121299999999998,16.901580000000003,1.2999968050324007,aug,V,Fluorine,Q,aug-cc-pVnZ
310,0,0,CH3NH2,aug-cc-pVQZ,2.6773847999999996,2.7820596,-3.762493082463101,aug,V,First-row,Q,aug-cc-pVnZ
313,0,0,CO,aug-cc-pVQZ,18.92046,18.840300000000003,0.4254709319915064,aug,V,First-row,Q,aug-cc-pVnZ
314,0,0,CS,aug-cc-pVQZ,28.539480000000005,28.709039999999998,-0.5906153601792101,aug,V,Second-row,Q,aug-cc-pVnZ
315,0,0,CSO,aug-cc-pVQZ,20.13186,20.581919999999997,-2.1866764616712002,aug,V,Second-row,Q,aug-cc-pVnZ
316,0,0,ClCN,aug-cc-pVQZ,14.77494,13.768620000000002,7.308793473855758,aug,V,Second-row,Q,aug-cc-pVnZ
319,0,0,FNO,aug-cc-pVQZ,0.9594534000000001,1.4933322,-35.750839632333644,aug,V,Fluorine,Q,aug-cc-pVnZ
320,0,0,H2O,aug-cc-pVQZ,4.327956,4.6272,-6.467064315352693,aug,V,First-row,Q,aug-cc-pVnZ
321,0,0,HBO,aug-cc-pVQZ,22.34934,22.33128,0.08087310713941145,aug,V,First-row,Q,aug-cc-pVnZ
323,0,0,HCCCl,aug-cc-pVQZ,41.807759999999995,40.12044,4.2056368275123415,aug,V,Second-row,Q,aug-cc-pVnZ
324,0,0,HCCF,aug-cc-pVQZ,46.9911,46.975139999999996,0.0339754176358109,aug,V,Fluorine,Q,aug-cc-pVnZ
325,0,0,HCHO,aug-cc-pVQZ,22.651739999999997,22.26708,1.7274829030119652,aug,V,First-row,Q,aug-cc-pVnZ
326,0,0,HCHS,aug-cc-pVQZ,4.0152540000000005,2.3525579999999997,70.67608960119159,aug,V,Second-row,Q,aug-cc-pVnZ
328,0,0,HCONH2,aug-cc-pVQZ,11.883450000000002,11.846298,0.3136169628689126,aug,V,First-row,Q,aug-cc-pVnZ
329,0,0,HCOOH,aug-cc-pVQZ,1.5606840000000002,1.5746765999999996,-0.8886015071284776,aug,V,First-row,Q,aug-cc-pVnZ
330,0,0,HCP,aug-cc-pVQZ,28.87362,27.742560000000005,4.07698496461752,aug,V,Second-row,Q,aug-cc-pVnZ
333,0,0,HNC,aug-cc-pVQZ,22.667579999999997,22.660739999999997,0.03018436291136301,aug,V,First-row,Q,aug-cc-pVnZ
335,0,0,HNS,aug-cc-pVQZ,17.251782000000002,18.974567999999998,-9.079447816677545,aug,V,Second-row,Q,aug-cc-pVnZ
340,0,0,LiBH4,aug-cc-pVQZ,31.817893283999997,31.64592,0.5434295605878936,aug,V,First-row,Q,aug-cc-pVnZ
342,0,0,LiCl,aug-cc-pVQZ,48.90258,47.4636,3.0317548605668363,aug,V,Second-row,Q,aug-cc-pVnZ
343,0,0,LiH,aug-cc-pVQZ,186.67919999999998,183.5514,1.7040458422000482,aug,V,First-row,Q,aug-cc-pVnZ
348,0,0,NH2Cl,aug-cc-pVQZ,17.5888578,18.4787118,-4.815562954989101,aug,V,Second-row,Q,aug-cc-pVnZ
351,0,0,NH3,aug-cc-pVQZ,6.13188273,6.425399999999999,-4.568077785040603,aug,V,First-row,Q,aug-cc-pVnZ
352,0,0,NH3O,aug-cc-pVQZ,28.665334440000002,28.53408,0.45999184133500315,aug,V,First-row,Q,aug-cc-pVnZ
353,0,0,NOCl,aug-cc-pVQZ,38.091300000000004,39.0423,-2.435819611037243,aug,V,Second-row,Q,aug-cc-pVnZ
