,molecule,omega,index,basis,alpha,gamma,cluster,alphaMRA,gammaMRA,alphaE,gammaE,augmentation,polarization,mol_system,valence,Type
45,FNO,0,0,d-aug-cc-pVTZ,16.073235106789998,11.960562813259854,3.0,16.061666666666664,11.954530972207504,0.072025153823807,0.05045652620226415,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
46,FNO,1,0,d-aug-cc-pVTZ,16.07800277561333,11.966792273182302,3.0,16.06635,11.961971729027871,0.07252907856066597,0.04029890944092883,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
47,FNO,2,0,d-aug-cc-pVTZ,16.09234832158,11.98549932217141,3.0,16.08061,11.980014334844578,0.07299674315838205,0.04578448049831937,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
48,FNO,3,0,d-aug-cc-pVTZ,16.116401845933332,12.01673711325314,3.0,16.10443666666667,12.01100198879494,0.07429740955440894,0.0477489260558785,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
49,FNO,4,0,d-aug-cc-pVTZ,16.150388943706666,12.060583865070745,3.0,16.13895,12.054357724279292,0.07087786818017822,0.05165053944693063,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
50,FNO,5,0,d-aug-cc-pVTZ,16.194645718963333,12.117123976745093,3.0,16.182676666666666,12.111265791730412,0.07396212964769394,0.048369717215526756,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
51,FNO,6,0,d-aug-cc-pVTZ,16.249644322446667,12.186413489265902,3.0,16.238046666666666,12.181056385069972,0.07142272724100876,0.04397897872385056,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
52,FNO,7,0,d-aug-cc-pVTZ,16.316035806486667,12.268417510289915,3.0,16.303853333333333,12.263251549995559,0.07472143489188095,0.042125534759643486,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
53,FNO,8,0,d-aug-cc-pVTZ,16.3947240329,12.362894287693667,3.0,16.383476666666667,12.356078775569188,0.06865066836648834,0.05515918317027179,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
54,FNO,0,0,d-aug-cc-pVQZ,16.064199158506668,11.953067090285813,3.0,16.061666666666664,11.954530972207504,0.015767304181823066,-0.012245414940108182,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
55,FNO,1,0,d-aug-cc-pVQZ,16.06896854446333,11.959293095728468,3.0,16.06635,11.961971729027871,0.016298315817415393,-0.02239290779214399,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
56,FNO,2,0,d-aug-cc-pVQZ,16.08331931930333,11.977989670253349,3.0,16.08061,11.980014334844578,0.01684836149456784,-0.016900351991565535,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
57,FNO,3,0,d-aug-cc-pVQZ,16.107381827500003,12.009209615606101,3.0,16.10443666666667,12.01100198879494,0.01828788484995931,-0.014922761569019592,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
58,FNO,4,0,d-aug-cc-pVQZ,16.141382108686667,12.053030499204697,3.0,16.13895,12.054357724279292,0.015069807432736683,-0.011010334228940549,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
59,FNO,5,0,d-aug-cc-pVQZ,16.18565698406,12.10953564865705,3.0,16.182676666666666,12.111265791730412,0.018416714705007515,-0.014285402559198314,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
60,FNO,6,0,d-aug-cc-pVQZ,16.24067972491,12.178779390851693,3.0,16.238046666666666,12.181056385069972,0.016215363198445992,-0.018692912554532492,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
61,FNO,7,0,d-aug-cc-pVQZ,16.307103149033335,12.260724063498357,3.0,16.303853333333333,12.263251549995559,0.019932807499916456,-0.02061024750979003,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
62,FNO,8,0,d-aug-cc-pVQZ,16.385833993033334,12.355123290053536,3.0,16.383476666666667,12.356078775569188,0.01438843790380044,-0.007732918614448772,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
63,FNO,0,0,d-aug-cc-pV5Z,16.060533216786666,11.952191513756723,3.0,16.061666666666664,11.954530972207504,-0.007056863422211444,-0.01956963812482005,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
64,FNO,1,0,d-aug-cc-pV5Z,16.065302865546666,11.958416548272526,3.0,16.06635,11.961971729027871,-0.006517562815036383,-0.02972069183810265,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
65,FNO,2,0,d-aug-cc-pV5Z,16.079654460396668,11.97711015405987,3.0,16.08061,11.980014334844578,-0.005942185049771472,-0.024241880715119356,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
66,FNO,3,0,d-aug-cc-pV5Z,16.103718445626665,12.008324955798034,3.0,16.10443666666667,12.01100198879494,-0.004459771272159905,-0.022288173787685904,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
67,FNO,4,0,d-aug-cc-pV5Z,16.137721045350002,12.052138192493885,3.0,16.13895,12.054357724279292,-0.007614836467051951,-0.018412692207868883,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
68,FNO,5,0,d-aug-cc-pV5Z,16.181999383143335,12.108632651295865,3.0,16.182676666666666,12.111265791730412,-0.004185237938577299,-0.021741248849025337,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
69,FNO,6,0,d-aug-cc-pV5Z,16.23702721171,12.177861794202876,3.0,16.238046666666666,12.181056385069972,-0.006278187134159951,-0.0262258934373854,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
70,FNO,7,0,d-aug-cc-pV5Z,16.3034581229,12.25978656117174,3.0,16.303853333333333,12.263251549995559,-0.002424030842599816,-0.028255057883239544,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
71,FNO,8,0,d-aug-cc-pV5Z,16.382200139400002,12.354158242061057,3.0,16.383476666666667,12.356078775569188,-0.007791552993523121,-0.01554322809860681,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
72,FNO,0,0,aug-cc-pCVDZ,15.52620489702,12.20028483799515,3.0,16.061666666666664,11.954530972207504,-3.3337870892186228,2.055738249865156,aug,CV,Fluorine,D,aug-cc-pCVnZ
73,FNO,1,0,aug-cc-pCVDZ,15.530823189806666,12.206617224091401,3.0,16.06635,11.961971729027871,-3.333220116537569,2.0451937239565092,aug,CV,Fluorine,D,aug-cc-pCVnZ
74,FNO,2,0,aug-cc-pCVDZ,15.544720651719999,12.225633369268818,3.0,16.08061,11.980014334844578,-3.332518780568656,2.0502399042198425,aug,CV,Fluorine,D,aug-cc-pCVnZ
75,FNO,3,0,aug-cc-pCVDZ,15.568027555826665,12.257387325466661,3.0,16.10443666666667,12.01100198879494,-3.330815736947041,2.051330412746368,aug,CV,Fluorine,D,aug-cc-pCVnZ
76,FNO,4,0,aug-cc-pCVDZ,15.60096992583,12.301958610102522,3.0,16.13895,12.054357724279292,-3.33342673575419,2.054036320197506,aug,CV,Fluorine,D,aug-cc-pCVnZ
77,FNO,5,0,aug-cc-pCVDZ,15.643884804450002,12.359432942856333,3.0,16.182676666666666,12.111265791730412,-3.329435996991005,2.049060398751797,aug,CV,Fluorine,D,aug-cc-pCVnZ
78,FNO,6,0,aug-cc-pCVDZ,15.697246243766665,12.429866980305778,3.0,16.238046666666666,12.181056385069972,-3.33045244912463,2.0426027708135996,aug,CV,Fluorine,D,aug-cc-pCVnZ
79,FNO,7,0,aug-cc-pCVDZ,15.761708969093334,12.513224344100763,3.0,16.303853333333333,12.263251549995559,-3.325252951899297,2.0383891913665826,aug,CV,Fluorine,D,aug-cc-pCVnZ
80,FNO,8,0,aug-cc-pCVDZ,15.83818378928,12.60925692941387,3.0,16.383476666666667,12.356078775569188,-3.328309909313101,2.04901699352447,aug,CV,Fluorine,D,aug-cc-pCVnZ
81,FNO,0,0,aug-cc-pCVTZ,15.928795650616669,12.036697808688224,3.0,16.061666666666664,11.954530972207504,-0.8272554698557323,0.6873279819320876,aug,CV,Fluorine,T,aug-cc-pCVnZ
82,FNO,1,0,aug-cc-pCVTZ,15.933488451770002,12.042957920281054,3.0,16.06635,11.961971729027871,-0.8269553957806123,0.6770304518999636,aug,CV,Fluorine,T,aug-cc-pCVnZ
83,FNO,2,0,aug-cc-pCVTZ,15.9476091639,12.061756899616105,3.0,16.08061,11.980014334844578,-0.8270882516272754,0.6823244320649472,aug,CV,Fluorine,T,aug-cc-pCVnZ
84,FNO,3,0,aug-cc-pCVTZ,15.971287195170001,12.093147815146779,3.0,16.10443666666667,12.01100198879494,-0.8267875136065009,0.6839215115314519,aug,CV,Fluorine,T,aug-cc-pCVnZ
85,FNO,4,0,aug-cc-pCVTZ,16.00474698354333,12.13720870854002,3.0,16.13895,12.054357724279292,-0.8315473835452126,0.6873114781872967,aug,CV,Fluorine,T,aug-cc-pCVnZ
86,FNO,5,0,aug-cc-pCVTZ,16.048323008243333,12.194023650241494,3.0,16.182676666666666,12.111265791730412,-0.8302313714274259,0.6833130403891303,aug,CV,Fluorine,T,aug-cc-pCVnZ
87,FNO,6,0,aug-cc-pCVTZ,16.102485319443332,12.263648108020888,3.0,16.238046666666666,12.181056385069972,-0.8348377733241337,0.6780341568088181,aug,CV,Fluorine,T,aug-cc-pCVnZ
88,FNO,7,0,aug-cc-pCVTZ,16.167882373736667,12.346046235407298,3.0,16.303853333333333,12.263251549995559,-0.83398051256185,0.6751446390396323,aug,CV,Fluorine,T,aug-cc-pCVnZ
89,FNO,8,0,aug-cc-pCVTZ,16.24541489019,12.440974759642947,3.0,16.383476666666667,12.356078775569188,-0.8426891268906598,0.6870786890871704,aug,CV,Fluorine,T,aug-cc-pCVnZ
90,FNO,0,0,aug-cc-pCVQZ,16.03466259224,11.974957388262293,3.0,16.061666666666664,11.954530972207504,-0.168127473861142,0.1708675656307864,aug,CV,Fluorine,Q,aug-cc-pCVnZ
91,FNO,1,0,aug-cc-pCVQZ,16.039403749056667,11.981202228527286,3.0,16.06635,11.961971729027871,-0.16771856049029477,0.16076362605629907,aug,CV,Fluorine,Q,aug-cc-pCVnZ
92,FNO,2,0,aug-cc-pCVQZ,16.053669707223335,11.99995538993398,3.0,16.08061,11.980014334844578,-0.16753277877309924,0.16645268137453598,aug,CV,Fluorine,Q,aug-cc-pCVnZ
93,FNO,3,0,aug-cc-pCVQZ,16.077590422303334,12.03126992151421,3.0,16.10443666666667,12.01100198879494,-0.16670092173357987,0.16874472869273635,aug,CV,Fluorine,Q,aug-cc-pCVnZ
94,FNO,4,0,aug-cc-pCVQZ,16.11139128183,12.075223802952852,3.0,16.13895,12.054357724279292,-0.17075905291237997,0.17309987932026039,aug,CV,Fluorine,Q,aug-cc-pCVnZ
95,FNO,5,0,aug-cc-pCVQZ,16.15540818555,12.131900939553555,3.0,16.182676666666666,12.111265791730412,-0.16850414599725758,0.17037977844753668,aug,CV,Fluorine,Q,aug-cc-pCVnZ
96,FNO,6,0,aug-cc-pCVQZ,16.210113204303337,12.2013564021289,3.0,16.238046666666666,12.181056385069972,-0.17202476958432775,0.16665235277794632,aug,CV,Fluorine,Q,aug-cc-pCVnZ
97,FNO,7,0,aug-cc-pCVQZ,16.27615766144333,12.283553442138455,3.0,16.303853333333333,12.263251549995559,-0.16987193961918817,0.16555064584729734,aug,CV,Fluorine,Q,aug-cc-pCVnZ
98,FNO,8,0,aug-cc-pCVQZ,16.354446479373333,12.378246778447311,3.0,16.383476666666667,12.356078775569188,-0.17719186155645067,0.17940969202911286,aug,CV,Fluorine,Q,aug-cc-pCVnZ
99,FNO,0,0,d-aug-cc-pCVDZ,16.039899528276667,11.991561950744673,3.0,16.061666666666664,11.954530972207504,-0.13552228944690395,0.30976521473958846,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
100,FNO,1,0,d-aug-cc-pCVDZ,16.044652078096664,11.99783437059818,3.0,16.06635,11.961971729027871,-0.13505196826494834,0.2998054366177983,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
101,FNO,2,0,d-aug-cc-pCVDZ,16.058952303663332,12.016670974778863,3.0,16.08061,11.980014334844578,-0.13468205706542039,0.3059816032746122,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
102,FNO,3,0,d-aug-cc-pCVDZ,16.082930421656666,12.048126973605516,3.0,16.10443666666667,12.01100198879494,-0.13354236136999567,0.3090914883305362,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
103,FNO,4,0,d-aug-cc-pCVDZ,16.116812239553333,12.092284121156139,3.0,16.13895,12.054357724279292,-0.13716976907833628,0.3146281016736142,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
104,FNO,5,0,d-aug-cc-pCVDZ,16.16093420608667,12.149231998227886,3.0,16.182676666666666,12.111265791730412,-0.13435639250447626,0.3134784352878916,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
105,FNO,6,0,d-aug-cc-pCVDZ,16.215769011403335,12.219033725836757,3.0,16.238046666666666,12.181056385069972,-0.13719418179196383,0.31177378682306306,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
106,FNO,7,0,d-aug-cc-pCVDZ,16.28196855503,12.301663738523033,3.0,16.303853333333333,12.263251549995559,-0.1342307113287603,0.3132300464593149,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
107,FNO,8,0,d-aug-cc-pCVDZ,16.360438072133334,12.396892304205766,3.0,16.383476666666667,12.356078775569188,-0.14062091338773103,0.33031133402350754,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
108,FNO,0,0,d-aug-cc-pCVTZ,16.071971142146666,11.958504239165112,3.0,16.061666666666664,11.954530972207504,0.06415570497043697,0.033236493902148875,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
109,FNO,1,0,d-aug-cc-pCVTZ,16.076736990063335,11.964732467115821,3.0,16.06635,11.961971729027871,0.06465058998051752,0.023079289522568935,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
110,FNO,2,0,d-aug-cc-pCVTZ,16.09107700756333,11.983435874566242,3.0,16.08061,11.980014334844578,0.0650908613748578,0.028560397559061316,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
111,FNO,3,0,d-aug-cc-pCVTZ,16.115121090223333,12.014667790490327,3.0,16.10443666666667,12.01100198879494,0.06634459669601254,0.03052036540171288,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
112,FNO,4,0,d-aug-cc-pCVTZ,16.149094460306667,12.058506773938404,3.0,16.13895,12.054357724279292,0.06285700313010478,0.03441950001828405,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
113,FNO,5,0,d-aug-cc-pCVTZ,16.19333262809,12.115037814902825,3.0,16.182676666666666,12.111265791730412,0.06584795360389785,0.031144747685981165,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
114,FNO,6,0,d-aug-cc-pCVTZ,16.24830683214,12.184317955071736,3.0,16.238046666666666,12.181056385069972,0.06318595877911475,0.026775756540795025,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
115,FNO,7,0,d-aug-cc-pCVTZ,16.31466671799,12.266314007838236,3.0,16.303853333333333,12.263251549995559,0.06632410409728111,0.024972641474344994,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
116,FNO,8,0,d-aug-cc-pCVTZ,16.393313914603333,12.360787199047742,3.0,16.383476666666667,12.356078775569188,0.06004371438865923,0.038106130302956766,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
117,FNO,0,0,d-aug-cc-pCVQZ,16.06419597071333,11.95301858109108,3.0,16.061666666666664,11.954530972207504,0.015747456967943427,-0.012651195767869283,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
118,FNO,1,0,d-aug-cc-pCVQZ,16.068965077130002,11.959244734410229,3.0,16.06635,11.961971729027871,0.016276734479221597,-0.022797199988568217,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
119,FNO,2,0,d-aug-cc-pCVQZ,16.083315001933332,11.977941767060683,3.0,16.08061,11.980014334844578,0.016821513197150733,-0.017300211218165704,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
120,FNO,3,0,d-aug-cc-pCVQZ,16.10737605375333,12.009162527062053,3.0,16.10443666666667,12.01100198879494,0.018252032949073956,-0.015314806663115977,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
121,FNO,4,0,d-aug-cc-pCVQZ,16.14137420669333,12.052984668864422,3.0,16.13895,12.054357724279292,0.015020845180946919,-0.011390531509651105,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
122,FNO,5,0,d-aug-cc-pCVQZ,16.185646176373336,12.10949166605775,3.0,16.182676666666666,12.111265791730412,0.018349929173253673,-0.014648556997849378,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
123,FNO,6,0,d-aug-cc-pCVQZ,16.240665069366667,12.178738084155944,3.0,16.238046666666666,12.181056385069972,0.01612510884930754,-0.019032018576567066,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
124,FNO,7,0,d-aug-cc-pCVQZ,16.307083444723336,12.260686654793531,3.0,16.303853333333333,12.263251549995559,0.019811950733139287,-0.02091529470443389,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
125,FNO,8,0,d-aug-cc-pCVQZ,16.385807619533335,12.355091671562317,3.0,16.383476666666667,12.356078775569188,0.014227461692611581,-0.007988812832940954,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
126,FNO,0,0,aug-cc-pV6Z,,,3.0,16.061666666666664,11.954530972207504,,,aug,V,Fluorine,6,aug-cc-pVnZ
127,FNO,1,0,aug-cc-pV6Z,,,3.0,16.06635,11.961971729027871,,,aug,V,Fluorine,6,aug-cc-pVnZ
128,FNO,2,0,aug-cc-pV6Z,,,3.0,16.08061,11.980014334844578,,,aug,V,Fluorine,6,aug-cc-pVnZ
129,FNO,3,0,aug-cc-pV6Z,,,3.0,16.10443666666667,12.01100198879494,,,aug,V,Fluorine,6,aug-cc-pVnZ
130,FNO,4,0,aug-cc-pV6Z,,,3.0,16.13895,12.054357724279292,,,aug,V,Fluorine,6,aug-cc-pVnZ
131,FNO,5,0,aug-cc-pV6Z,,,3.0,16.182676666666666,12.111265791730412,,,aug,V,Fluorine,6,aug-cc-pVnZ
132,FNO,6,0,aug-cc-pV6Z,,,3.0,16.238046666666666,12.181056385069972,,,aug,V,Fluorine,6,aug-cc-pVnZ
133,FNO,7,0,aug-cc-pV6Z,,,3.0,16.303853333333333,12.263251549995559,,,aug,V,Fluorine,6,aug-cc-pVnZ
