,b,c,molecule,basis,Beta,beta_MRA,betaE,augmentation,polarization,mol_system,valence,Type
17,0,0,ClF,aug-cc-pCVDZ,27.586643512357657,36.587352939188726,-24.60060295094594,aug,CV,Second-row,D,aug-cc-pCVnZ
18,0,0,FCN,aug-cc-pCVDZ,16.25421442972961,18.457446025479463,-11.936817221128075,aug,CV,Fluorine,D,aug-cc-pCVnZ
19,0,0,FNO,aug-cc-pCVDZ,9.725411946867267,9.117744218640643,6.664671805382361,aug,CV,Fluorine,D,aug-cc-pCVnZ
20,0,0,H2O,aug-cc-pCVDZ,8.48183206454106,7.875871349320869,7.693887931174013,aug,CV,First-row,D,aug-cc-pCVnZ
21,0,0,HBO,aug-cc-pCVDZ,24.207950591163026,18.761880229910755,29.027316529662002,aug,CV,First-row,D,aug-cc-pCVnZ
22,0,0,HBS,aug-cc-pCVDZ,48.908854606076474,26.053324732553676,87.72596245639532,aug,CV,Second-row,D,aug-cc-pCVnZ
23,0,0,HCCCl,aug-cc-pCVDZ,53.35569900284228,38.38034079338263,39.018304423293806,aug,CV,Second-row,D,aug-cc-pCVnZ
24,0,0,HCCF,aug-cc-pCVDZ,44.5479279767672,45.41460109208638,-1.9083578727507544,aug,CV,Fluorine,D,aug-cc-pCVnZ
25,0,0,HCHO,aug-cc-pCVDZ,34.55647581831942,30.796941638595342,12.207491977101242,aug,CV,First-row,D,aug-cc-pCVnZ
26,0,0,HCHS,aug-cc-pCVDZ,23.37129441236191,42.206988075922105,-44.62695520864572,aug,CV,Second-row,D,aug-cc-pCVnZ
27,0,0,HCN,aug-cc-pCVDZ,7.889903514981421,4.5831739597661025,72.1493354658542,aug,CV,First-row,D,aug-cc-pCVnZ
28,0,0,HCONH2,aug-cc-pCVDZ,30.80537319946835,28.492115880797417,8.118938334902595,aug,CV,First-row,D,aug-cc-pCVnZ
29,0,0,HCOOH,aug-cc-pCVDZ,14.576122487740205,12.82021290418212,13.696415158482164,aug,CV,First-row,D,aug-cc-pCVnZ
30,0,0,HCP,aug-cc-pCVDZ,30.39144073583686,25.67060627996078,18.390038803101042,aug,CV,Second-row,D,aug-cc-pCVnZ
31,0,0,HCl,aug-cc-pCVDZ,9.053370155209501,3.4019054187126763,166.1264509415847,aug,CV,Second-row,D,aug-cc-pCVnZ
32,0,0,HF,aug-cc-pCVDZ,4.482295607890758,3.7557478625684677,19.34495530340051,aug,CV,Fluorine,D,aug-cc-pCVnZ
33,0,0,HNC,aug-cc-pCVDZ,22.296409703929505,19.437848448163724,14.706160835593034,aug,CV,First-row,D,aug-cc-pCVnZ
34,0,0,HNO,aug-cc-pCVDZ,31.94486152524833,30.74860497675143,3.8904416945138593,aug,CV,First-row,D,aug-cc-pCVnZ
35,0,0,HNS,aug-cc-pCVDZ,40.18318965500533,64.05988744580124,-37.272462913702626,aug,CV,Second-row,D,aug-cc-pCVnZ
37,0,0,HOF,aug-cc-pCVDZ,13.593754900309973,12.750018209507873,6.6175332218185625,aug,CV,Fluorine,D,aug-cc-pCVnZ
38,0,0,HOOH,aug-cc-pCVDZ,4.775126189905946,4.179348300201269,14.255282089697706,aug,CV,First-row,D,aug-cc-pCVnZ
40,0,0,LiBH4,aug-cc-pCVDZ,59.89415585721879,55.06574730476287,8.76844279572374,aug,CV,First-row,D,aug-cc-pCVnZ
41,0,0,LiCN,aug-cc-pCVDZ,48.05233224158001,42.68812032535718,12.566053214192312,aug,CV,First-row,D,aug-cc-pCVnZ
42,0,0,LiCl,aug-cc-pCVDZ,109.97503846027884,74.31651749113318,47.98195902196323,aug,CV,Second-row,D,aug-cc-pCVnZ
43,0,0,LiH,aug-cc-pCVDZ,310.90727248627365,259.91751263081613,19.61766998281597,aug,CV,First-row,D,aug-cc-pCVnZ
44,0,0,LiH_s,aug-cc-pCVDZ,312.1899932663716,261.0974999260669,19.56835793325181,aug,CV,First-row,D,aug-cc-pCVnZ
46,0,0,N2H2,aug-cc-pCVDZ,11.38051290079979,10.861494905703049,4.778513451442304,aug,CV,First-row,D,aug-cc-pCVnZ
48,0,0,NH2Cl,aug-cc-pCVDZ,8.364030057344262,23.368315172907224,-64.20781731392702,aug,CV,Second-row,D,aug-cc-pCVnZ
49,0,0,NH2F,aug-cc-pCVDZ,23.838321465873587,23.820629525922786,0.07427150458617238,aug,CV,Fluorine,D,aug-cc-pCVnZ
50,0,0,NH2OH,aug-cc-pCVDZ,18.89203819721197,19.239136527499753,-1.8041263431529353,aug,CV,First-row,D,aug-cc-pCVnZ
51,0,0,NH3,aug-cc-pCVDZ,10.185297916964338,11.012990490726416,-7.515602364853073,aug,CV,First-row,D,aug-cc-pCVnZ
52,0,0,NH3O,aug-cc-pCVDZ,28.02703056719369,22.39502288578165,25.148479240839446,aug,CV,First-row,D,aug-cc-pCVnZ
53,0,0,NOCl,aug-cc-pCVDZ,37.83917406131792,59.1227777604512,-35.99899142995012,aug,CV,Second-row,D,aug-cc-pCVnZ
54,0,0,Na2,aug-cc-pCVDZ,1.3106560016742905,0.9321903462488044,40.59961111466741,aug,CV,Second-row,D,aug-cc-pCVnZ
55,0,0,NaCN,aug-cc-pCVDZ,80.8352153046846,71.30155043365204,13.370908224364463,aug,CV,Second-row,D,aug-cc-pCVnZ
56,0,0,NaCl,aug-cc-pCVDZ,189.4205662861937,140.4818434087663,34.83633307332691,aug,CV,Second-row,D,aug-cc-pCVnZ
57,0,0,NaH,aug-cc-pCVDZ,736.8404622417341,633.6315643757777,16.28847167164609,aug,CV,Second-row,D,aug-cc-pCVnZ
58,0,0,NaLi,aug-cc-pCVDZ,566.0995627899595,551.7885589415083,2.593566614701805,aug,CV,Second-row,D,aug-cc-pCVnZ
59,0,0,O3,aug-cc-pCVDZ,22.39878112098343,26.447097892288692,-15.307224965827537,aug,CV,First-row,D,aug-cc-pCVnZ
60,0,0,OCl2,aug-cc-pCVDZ,28.657564350384774,32.113274371203424,-10.761001761680989,aug,CV,Second-row,D,aug-cc-pCVnZ
61,0,0,OF2,aug-cc-pCVDZ,2.9587141863528674,2.1730537800559007,36.15466922667492,aug,CV,Fluorine,D,aug-cc-pCVnZ
62,0,0,P2H4,aug-cc-pCVDZ,43.114917682091296,49.69170196040956,-13.235176133749913,aug,CV,Second-row,D,aug-cc-pCVnZ
63,0,0,PH3,aug-cc-pCVDZ,13.509412628896673,17.650048089515224,-23.459627076473748,aug,CV,Second-row,D,aug-cc-pCVnZ
64,0,0,PH3O,aug-cc-pCVDZ,46.58295455368086,41.68181176083766,11.75846870804231,aug,CV,Second-row,D,aug-cc-pCVnZ
65,0,0,S2H2,aug-cc-pCVDZ,11.681619200633559,15.531569281310295,-24.787901408710333,aug,CV,Second-row,D,aug-cc-pCVnZ
66,0,0,SCl2,aug-cc-pCVDZ,19.88424655173154,18.595728479068264,6.929107800824576,aug,CV,Second-row,D,aug-cc-pCVnZ
67,0,0,SF2,aug-cc-pCVDZ,36.028366195305715,51.15027746024639,-29.563693523839262,aug,CV,Second-row,D,aug-cc-pCVnZ
68,0,0,SH2,aug-cc-pCVDZ,12.922065734983793,7.217964231636296,79.02645843472668,aug,CV,Second-row,D,aug-cc-pCVnZ
69,0,0,SO2,aug-cc-pCVDZ,21.13649714892207,23.232079082696917,-9.020208334843433,aug,CV,Second-row,D,aug-cc-pCVnZ
70,0,0,SiH3Cl,aug-cc-pCVDZ,34.31775397612034,23.926307272629707,43.43105095610739,aug,CV,Second-row,D,aug-cc-pCVnZ
71,0,0,SiH3F,aug-cc-pCVDZ,26.791624260265333,27.112335828218402,-1.182899068472269,aug,CV,Second-row,D,aug-cc-pCVnZ
72,0,0,SiH4,aug-cc-pCVDZ,9.175994697034213,7.643802316349408,20.044898039913758,aug,CV,Second-row,D,aug-cc-pCVnZ
73,0,0,SiO,aug-cc-pCVDZ,68.0908562974459,65.483719119616,3.9813517205208893,aug,CV,Second-row,D,aug-cc-pCVnZ
74,0,0,BF,aug-cc-pCVQZ,28.65147478815391,28.239003119076113,1.460645290269335,aug,CV,Fluorine,Q,aug-cc-pCVnZ
75,0,0,BH2Cl,aug-cc-pCVQZ,22.47410177906849,21.951127486360324,2.3824484324694706,aug,CV,Second-row,Q,aug-cc-pCVnZ
76,0,0,BH2F,aug-cc-pCVQZ,25.511568176736308,25.25998967864797,0.9959564563915709,aug,CV,Fluorine,Q,aug-cc-pCVnZ
77,0,0,BH3,aug-cc-pCVQZ,6.647387826607782,6.652352780712071,-0.07463455814736211,aug,CV,First-row,Q,aug-cc-pCVnZ
78,0,0,BHF2,aug-cc-pCVQZ,17.099289735199168,16.937268565391864,0.9565956233247871,aug,CV,Fluorine,Q,aug-cc-pCVnZ
79,0,0,CH2BH,aug-cc-pCVQZ,58.81556393410868,56.9337065885799,3.3053483749576444,aug,CV,First-row,Q,aug-cc-pCVnZ
80,0,0,CH2NH,aug-cc-pCVQZ,12.446742880044837,11.992363896945715,3.788902563362392,aug,CV,First-row,Q,aug-cc-pCVnZ
81,0,0,CH3BH2,aug-cc-pCVQZ,17.46874511772535,17.57175945452562,-0.5862494138214269,aug,CV,First-row,Q,aug-cc-pCVnZ
82,0,0,CH3Cl,aug-cc-pCVQZ,5.73811123244873,7.191056007099109,-20.20488747711063,aug,CV,Second-row,Q,aug-cc-pCVnZ
83,0,0,CH3F,aug-cc-pCVQZ,23.776698696384358,23.288143011218594,2.0978730890239388,aug,CV,Fluorine,Q,aug-cc-pCVnZ
84,0,0,CH3NH2,aug-cc-pCVQZ,7.9276259338319655,7.58568814253501,4.507670034306022,aug,CV,First-row,Q,aug-cc-pCVnZ
85,0,0,CH3OH,aug-cc-pCVQZ,22.118862978228506,21.623293373131407,2.291832222527593,aug,CV,First-row,Q,aug-cc-pCVnZ
86,0,0,CH3SH,aug-cc-pCVQZ,41.586157700711446,43.913212224791394,-5.29921271112615,aug,CV,Second-row,Q,aug-cc-pCVnZ
87,0,0,CO,aug-cc-pCVQZ,16.23437005871649,16.027522177752928,1.290579283993614,aug,CV,First-row,Q,aug-cc-pCVnZ
88,0,0,CS,aug-cc-pCVQZ,17.217531663059464,17.207479465298746,0.058417607186395985,aug,CV,Second-row,Q,aug-cc-pCVnZ
89,0,0,CSO,aug-cc-pCVQZ,50.127538882445116,49.989513221133734,0.27610923255205716,aug,CV,Second-row,Q,aug-cc-pCVnZ
90,0,0,ClCN,aug-cc-pCVQZ,7.456354570363136,7.230808247149006,3.1192408304156034,aug,CV,Second-row,Q,aug-cc-pCVnZ
91,0,0,ClF,aug-cc-pCVQZ,35.14249807110094,36.587352939188726,-3.9490554850722837,aug,CV,Second-row,Q,aug-cc-pCVnZ
92,0,0,FCN,aug-cc-pCVQZ,18.547918521199183,18.457446025479463,0.4901680091320729,aug,CV,Fluorine,Q,aug-cc-pCVnZ
93,0,0,FNO,aug-cc-pCVQZ,9.271839787575624,9.117744218640643,1.6900624237730015,aug,CV,Fluorine,Q,aug-cc-pCVnZ
94,0,0,H2O,aug-cc-pCVQZ,8.045430955989746,7.875871349320869,2.1528996494273294,aug,CV,First-row,Q,aug-cc-pCVnZ
95,0,0,HBO,aug-cc-pCVQZ,19.222635985168655,18.761880229910755,2.455807997981721,aug,CV,First-row,Q,aug-cc-pCVnZ
96,0,0,HBS,aug-cc-pCVQZ,27.39440982993901,26.053324732553676,5.14746241085172,aug,CV,Second-row,Q,aug-cc-pCVnZ
97,0,0,HCCCl,aug-cc-pCVQZ,39.53014344495434,38.38034079338263,2.9958114696312323,aug,CV,Second-row,Q,aug-cc-pCVnZ
98,0,0,HCCF,aug-cc-pCVQZ,45.91223437068557,45.41460109208638,1.0957561370849573,aug,CV,Fluorine,Q,aug-cc-pCVnZ
99,0,0,HCHO,aug-cc-pCVQZ,31.67106282803056,30.796941638595342,2.8383376495403434,aug,CV,First-row,Q,aug-cc-pCVnZ
100,0,0,HCHS,aug-cc-pCVQZ,40.35604694600434,42.206988075922105,-4.385390226348973,aug,CV,Second-row,Q,aug-cc-pCVnZ
101,0,0,HCN,aug-cc-pCVQZ,4.966459643063563,4.5831739597661025,8.362887524282863,aug,CV,First-row,Q,aug-cc-pCVnZ
102,0,0,HCONH2,aug-cc-pCVQZ,28.970882038257947,28.492115880797417,1.6803460980698877,aug,CV,First-row,Q,aug-cc-pCVnZ
103,0,0,HCOOH,aug-cc-pCVQZ,13.076738600998338,12.82021290418212,2.0009472442734304,aug,CV,First-row,Q,aug-cc-pCVnZ
104,0,0,HCP,aug-cc-pCVQZ,27.540185954052845,25.67060627996078,7.2829587805704215,aug,CV,Second-row,Q,aug-cc-pCVnZ
105,0,0,HCl,aug-cc-pCVQZ,3.8329585082069686,3.4019054187126763,12.670931035390401,aug,CV,Second-row,Q,aug-cc-pCVnZ
106,0,0,HF,aug-cc-pCVQZ,4.0792445374434685,3.7557478625684677,8.613375730014235,aug,CV,Fluorine,Q,aug-cc-pCVnZ
107,0,0,HNC,aug-cc-pCVQZ,19.80057895313968,19.437848448163724,1.866104193287009,aug,CV,First-row,Q,aug-cc-pCVnZ
108,0,0,HNO,aug-cc-pCVQZ,31.051232384173954,30.74860497675143,0.9841988202435058,aug,CV,First-row,Q,aug-cc-pCVnZ
109,0,0,HNS,aug-cc-pCVQZ,61.16547770957686,64.05988744580124,-4.518287264668129,aug,CV,Second-row,Q,aug-cc-pCVnZ
111,0,0,HOF,aug-cc-pCVQZ,12.915198461900896,12.750018209507873,1.2955295410468195,aug,CV,Fluorine,Q,aug-cc-pCVnZ
112,0,0,HOOH,aug-cc-pCVQZ,4.143570471218665,4.179348300201269,-0.8560623908967063,aug,CV,First-row,Q,aug-cc-pCVnZ
114,0,0,LiBH4,aug-cc-pCVQZ,55.22479858099626,55.06574730476287,0.2888388590335673,aug,CV,First-row,Q,aug-cc-pCVnZ
115,0,0,LiCN,aug-cc-pCVQZ,42.83463324537204,42.68812032535718,0.3432170798296465,aug,CV,First-row,Q,aug-cc-pCVnZ
116,0,0,LiCl,aug-cc-pCVQZ,77.26036911955359,74.31651749113318,3.961234632356985,aug,CV,Second-row,Q,aug-cc-pCVnZ
117,0,0,LiH,aug-cc-pCVQZ,263.0474704542055,259.91751263081613,1.2042119792963384,aug,CV,First-row,Q,aug-cc-pCVnZ
118,0,0,LiH_s,aug-cc-pCVQZ,264.15076390616315,261.0974999260669,1.1693960995263468,aug,CV,First-row,Q,aug-cc-pCVnZ
120,0,0,N2H2,aug-cc-pCVQZ,10.833078152383777,10.861494905703049,-0.2616283814150762,aug,CV,First-row,Q,aug-cc-pCVnZ
122,0,0,NH2Cl,aug-cc-pCVQZ,21.84346036491514,23.368315172907224,-6.525309149202047,aug,CV,Second-row,Q,aug-cc-pCVnZ
123,0,0,NH2F,aug-cc-pCVQZ,23.93671298008991,23.820629525922786,0.48732320042506516,aug,CV,Fluorine,Q,aug-cc-pCVnZ
124,0,0,NH2OH,aug-cc-pCVQZ,19.12171877365999,19.239136527499753,-0.610306775836487,aug,CV,First-row,Q,aug-cc-pCVnZ
125,0,0,NH3,aug-cc-pCVQZ,10.871720433231735,11.012990490726416,-1.2827583717033002,aug,CV,First-row,Q,aug-cc-pCVnZ
126,0,0,NH3O,aug-cc-pCVQZ,24.900502102923724,22.39502288578165,11.187660891977812,aug,CV,First-row,Q,aug-cc-pCVnZ
127,0,0,NOCl,aug-cc-pCVQZ,57.011120283971735,59.1227777604512,-3.5716479442750555,aug,CV,Second-row,Q,aug-cc-pCVnZ
128,0,0,Na2,aug-cc-pCVQZ,0.4222007906980895,0.9321903462488044,-54.70873600042593,aug,CV,Second-row,Q,aug-cc-pCVnZ
129,0,0,NaCN,aug-cc-pCVQZ,71.9783097165097,71.30155043365204,0.9491508652219307,aug,CV,Second-row,Q,aug-cc-pCVnZ
130,0,0,NaCl,aug-cc-pCVQZ,145.77892425438955,140.4818434087663,3.7706515782328456,aug,CV,Second-row,Q,aug-cc-pCVnZ
131,0,0,NaH,aug-cc-pCVQZ,642.6078769184395,633.6315643757777,1.4166454209876462,aug,CV,Second-row,Q,aug-cc-pCVnZ
132,0,0,NaLi,aug-cc-pCVQZ,544.83855014768,551.7885589415083,-1.2595420258731729,aug,CV,Second-row,Q,aug-cc-pCVnZ
133,0,0,O3,aug-cc-pCVQZ,25.584011208610953,26.447097892288692,-3.26344571791143,aug,CV,First-row,Q,aug-cc-pCVnZ
134,0,0,OCl2,aug-cc-pCVQZ,30.945478881804213,32.113274371203424,-3.6364883751823047,aug,CV,Second-row,Q,aug-cc-pCVnZ
135,0,0,OF2,aug-cc-pCVQZ,2.272310835687088,2.1730537800559007,4.567629965818611,aug,CV,Fluorine,Q,aug-cc-pCVnZ
136,0,0,P2H4,aug-cc-pCVQZ,49.44686417465096,49.69170196040956,-0.49271362440687916,aug,CV,Second-row,Q,aug-cc-pCVnZ
137,0,0,PH3,aug-cc-pCVQZ,17.49121281156695,17.650048089515224,-0.8999141370194226,aug,CV,Second-row,Q,aug-cc-pCVnZ
138,0,0,PH3O,aug-cc-pCVQZ,42.480213466385905,41.68181176083766,1.9154678547307917,aug,CV,Second-row,Q,aug-cc-pCVnZ
139,0,0,S2H2,aug-cc-pCVQZ,15.477339209817957,15.531569281310295,-0.34916028451545367,aug,CV,Second-row,Q,aug-cc-pCVnZ
140,0,0,SCl2,aug-cc-pCVQZ,18.74758097859719,18.595728479068264,0.8165988210671772,aug,CV,Second-row,Q,aug-cc-pCVnZ
141,0,0,SF2,aug-cc-pCVQZ,49.13747161668354,51.15027746024639,-3.9350829428583043,aug,CV,Second-row,Q,aug-cc-pCVnZ
142,0,0,SH2,aug-cc-pCVQZ,7.543760543126384,7.217964231636296,4.5136869764763325,aug,CV,Second-row,Q,aug-cc-pCVnZ
143,0,0,SO2,aug-cc-pCVQZ,22.775062998789036,23.232079082696917,-1.9671768604139404,aug,CV,Second-row,Q,aug-cc-pCVnZ
144,0,0,SiH3Cl,aug-cc-pCVQZ,24.402773173240938,23.926307272629707,1.9913892067928096,aug,CV,Second-row,Q,aug-cc-pCVnZ
145,0,0,SiH3F,aug-cc-pCVQZ,27.38218672518252,27.112335828218402,0.9953067071530564,aug,CV,Second-row,Q,aug-cc-pCVnZ
146,0,0,SiH4,aug-cc-pCVQZ,7.7777529255838775,7.643802316349408,1.7524080776914024,aug,CV,Second-row,Q,aug-cc-pCVnZ
147,0,0,SiO,aug-cc-pCVQZ,66.75952352095078,65.483719119616,1.9482772488904152,aug,CV,Second-row,Q,aug-cc-pCVnZ
148,0,0,BF,aug-cc-pCVTZ,29.425094018035498,28.239003119076113,4.200186861972308,aug,CV,Fluorine,T,aug-cc-pCVnZ
149,0,0,BH2Cl,aug-cc-pCVTZ,26.079344976763142,21.951127486360324,18.806402964804203,aug,CV,Second-row,T,aug-cc-pCVnZ
150,0,0,BH2F,aug-cc-pCVTZ,26.13586551805753,25.25998967864797,3.4674433780546194,aug,CV,Fluorine,T,aug-cc-pCVnZ
151,0,0,BH3,aug-cc-pCVTZ,6.6522467292268095,6.652352780712071,-0.0015941951480473527,aug,CV,First-row,T,aug-cc-pCVnZ
152,0,0,BHF2,aug-cc-pCVTZ,17.672190662980125,16.937268565391864,4.339082743778037,aug,CV,Fluorine,T,aug-cc-pCVnZ
153,0,0,CH2BH,aug-cc-pCVTZ,61.10080591525964,56.9337065885799,7.319213127633605,aug,CV,First-row,T,aug-cc-pCVnZ
154,0,0,CH2NH,aug-cc-pCVTZ,13.234165473354725,11.992363896945715,10.354935749783904,aug,CV,First-row,T,aug-cc-pCVnZ
155,0,0,CH3BH2,aug-cc-pCVTZ,17.588384981825282,17.57175945452562,0.0946150403588698,aug,CV,First-row,T,aug-cc-pCVnZ
156,0,0,CH3Cl,aug-cc-pCVTZ,4.84997201562275,7.191056007099109,-32.55549656636256,aug,CV,Second-row,T,aug-cc-pCVnZ
157,0,0,CH3F,aug-cc-pCVTZ,24.595325348883094,23.288143011218594,5.6130810302684555,aug,CV,Fluorine,T,aug-cc-pCVnZ
158,0,0,CH3NH2,aug-cc-pCVTZ,8.141252984253573,7.58568814253501,7.323855545858261,aug,CV,First-row,T,aug-cc-pCVnZ
159,0,0,CH3OH,aug-cc-pCVTZ,22.625559719368503,21.623293373131407,4.635123470518551,aug,CV,First-row,T,aug-cc-pCVnZ
160,0,0,CH3SH,aug-cc-pCVTZ,36.5369117796366,43.913212224791394,-16.797451316919318,aug,CV,Second-row,T,aug-cc-pCVnZ
161,0,0,CO,aug-cc-pCVTZ,16.70412267730512,16.027522177752928,4.221491582094633,aug,CV,First-row,T,aug-cc-pCVnZ
162,0,0,CS,aug-cc-pCVTZ,18.20053429472725,17.207479465298746,5.771065026874722,aug,CV,Second-row,T,aug-cc-pCVnZ
163,0,0,CSO,aug-cc-pCVTZ,48.01280387759875,49.989513221133734,-3.954248033564177,aug,CV,Second-row,T,aug-cc-pCVnZ
164,0,0,ClCN,aug-cc-pCVTZ,9.280519480666914,7.230808247149006,28.346917294150035,aug,CV,Second-row,T,aug-cc-pCVnZ
165,0,0,ClF,aug-cc-pCVTZ,32.04178169959907,36.587352939188726,-12.423886601320351,aug,CV,Second-row,T,aug-cc-pCVnZ
166,0,0,FCN,aug-cc-pCVTZ,18.216194376938443,18.457446025479463,-1.307069505759279,aug,CV,Fluorine,T,aug-cc-pCVnZ
167,0,0,FNO,aug-cc-pCVTZ,9.423429141328032,9.117744218640643,3.352637619099204,aug,CV,Fluorine,T,aug-cc-pCVnZ
168,0,0,H2O,aug-cc-pCVTZ,8.499945068118745,7.875871349320869,7.923868878986818,aug,CV,First-row,T,aug-cc-pCVnZ
169,0,0,HBO,aug-cc-pCVTZ,20.92590111745892,18.761880229910755,11.534136563233242,aug,CV,First-row,T,aug-cc-pCVnZ
170,0,0,HBS,aug-cc-pCVTZ,32.89194713119075,26.053324732553676,26.248559325298704,aug,CV,Second-row,T,aug-cc-pCVnZ
171,0,0,HCCCl,aug-cc-pCVTZ,43.147489947755,38.38034079338263,12.420809862100807,aug,CV,Second-row,T,aug-cc-pCVnZ
172,0,0,HCCF,aug-cc-pCVTZ,45.82450317996756,45.41460109208638,0.902577756986189,aug,CV,Fluorine,T,aug-cc-pCVnZ
173,0,0,HCHO,aug-cc-pCVTZ,33.38924886758357,30.796941638595342,8.417417740401516,aug,CV,First-row,T,aug-cc-pCVnZ
174,0,0,HCHS,aug-cc-pCVTZ,34.17266830972941,42.206988075922105,-19.035520259679576,aug,CV,Second-row,T,aug-cc-pCVnZ
175,0,0,HCN,aug-cc-pCVTZ,5.952740923468225,4.5831739597661025,29.88250011291338,aug,CV,First-row,T,aug-cc-pCVnZ
176,0,0,HCONH2,aug-cc-pCVTZ,30.034674435175372,28.492115880797417,5.413983857259192,aug,CV,First-row,T,aug-cc-pCVnZ
177,0,0,HCOOH,aug-cc-pCVTZ,13.596150704174711,12.82021290418212,6.052456427923057,aug,CV,First-row,T,aug-cc-pCVnZ
178,0,0,HCP,aug-cc-pCVTZ,29.960128542603435,25.67060627996078,16.709859579713868,aug,CV,Second-row,T,aug-cc-pCVnZ
179,0,0,HCl,aug-cc-pCVTZ,5.964675037594174,3.4019054187126763,75.33335891070368,aug,CV,Second-row,T,aug-cc-pCVnZ
180,0,0,HF,aug-cc-pCVTZ,4.597667322824436,3.7557478625684677,22.41682591760032,aug,CV,Fluorine,T,aug-cc-pCVnZ
181,0,0,HNC,aug-cc-pCVTZ,20.574159936624294,19.437848448163724,5.84587070678554,aug,CV,First-row,T,aug-cc-pCVnZ
182,0,0,HNO,aug-cc-pCVTZ,31.81949194311682,30.74860497675143,3.4827172392863717,aug,CV,First-row,T,aug-cc-pCVnZ
183,0,0,HNS,aug-cc-pCVTZ,54.11102574721572,64.05988744580124,-15.530563813436125,aug,CV,Second-row,T,aug-cc-pCVnZ
185,0,0,HOF,aug-cc-pCVTZ,13.32330849595318,12.750018209507873,4.4963879817661425,aug,CV,Fluorine,T,aug-cc-pCVnZ
186,0,0,HOOH,aug-cc-pCVTZ,4.42118726116159,4.179348300201269,5.786523246906082,aug,CV,First-row,T,aug-cc-pCVnZ
188,0,0,LiBH4,aug-cc-pCVTZ,55.47656043507843,55.06574730476287,0.7460411424944509,aug,CV,First-row,T,aug-cc-pCVnZ
189,0,0,LiCN,aug-cc-pCVTZ,43.34766483154331,42.68812032535718,1.5450305639116033,aug,CV,First-row,T,aug-cc-pCVnZ
190,0,0,LiCl,aug-cc-pCVTZ,85.78495694098133,74.31651749113318,15.431884912013624,aug,CV,Second-row,T,aug-cc-pCVnZ
191,0,0,LiH,aug-cc-pCVTZ,270.5637029430739,259.91751263081613,4.095988071176835,aug,CV,First-row,T,aug-cc-pCVnZ
192,0,0,LiH_s,aug-cc-pCVTZ,271.70505135981205,261.0974999260669,4.06267828560166,aug,CV,First-row,T,aug-cc-pCVnZ
194,0,0,N2H2,aug-cc-pCVTZ,11.36287487586061,10.861494905703049,4.616123052217256,aug,CV,First-row,T,aug-cc-pCVnZ
196,0,0,NH2Cl,aug-cc-pCVTZ,16.751514329941127,23.368315172907224,-28.315267035757408,aug,CV,Second-row,T,aug-cc-pCVnZ
197,0,0,NH2F,aug-cc-pCVTZ,24.23333927661274,23.820629525922786,1.7325728114818346,aug,CV,Fluorine,T,aug-cc-pCVnZ
