,molecule,omega,basis,alpha,gamma,alphaMRA,gammaMRA,alphaE,gammaE,augmentation,polarization,mol_system,valence,Type
16,FNO,7,aug-cc-pVTZ,16.17005903222,12.349731648985284,16.303853333333333,12.26325154999556,-0.8206299356225809,0.7051971382724698,aug,V,Fluorine,T,aug-cc-pVnZ
17,FNO,8,aug-cc-pVTZ,16.247637572326667,12.4446624780717,16.383476666666667,12.356078775569188,-0.8291225183991247,0.716924067185969,aug,V,Fluorine,T,aug-cc-pVnZ
18,FNO,0,aug-cc-pVQZ,16.034430176843333,11.975627203247644,16.061666666666664,11.954530972207504,-0.1695744930372353,0.17647058750515177,aug,V,Fluorine,Q,aug-cc-pVnZ
19,FNO,1,aug-cc-pVQZ,16.039171623713333,11.981871986357966,16.06635,11.961971729027873,-0.16916335251421052,0.16636268485572064,aug,V,Fluorine,Q,aug-cc-pVnZ
20,FNO,2,aug-cc-pVQZ,16.053438465750002,12.000624956395855,16.08061,11.980014334844578,-0.1689707930855737,0.17204171026181803,aug,V,Fluorine,Q,aug-cc-pVnZ
21,FNO,3,aug-cc-pVQZ,16.07736070147,12.031939098928875,16.10443666666667,12.01100198879494,-0.16812736612334703,0.1743160991353424,aug,V,Fluorine,Q,aug-cc-pVnZ
22,FNO,4,aug-cc-pVQZ,16.11116379669,12.07589227511114,16.13895,12.054357724279292,-0.17216859405352083,0.1786453606605244,aug,V,Fluorine,Q,aug-cc-pVnZ
23,FNO,5,aug-cc-pVQZ,16.155183776810002,12.132568193050648,16.182676666666666,12.111265791730412,-0.16989086801254474,0.17588914062790523,aug,V,Fluorine,Q,aug-cc-pVnZ
24,FNO,6,aug-cc-pVQZ,16.2098929076,12.202021604973904,16.238046666666666,12.181056385069972,-0.173381439557376,0.17211331465166205,aug,V,Fluorine,Q,aug-cc-pVnZ
25,FNO,7,aug-cc-pVQZ,16.27594281644667,12.284215243434842,16.303853333333333,12.26325154999556,-0.1711896955647923,0.17094726756452094,aug,V,Fluorine,Q,aug-cc-pVnZ
26,FNO,8,aug-cc-pVQZ,16.354238914433335,12.378902958340024,16.383476666666667,12.356078775569188,-0.17845877787843445,0.18472027562632012,aug,V,Fluorine,Q,aug-cc-pVnZ
27,FNO,0,aug-cc-pV5Z,16.048498555886667,11.962324967733728,16.061666666666664,11.954530972207504,-0.08198470963991092,0.06519699973461426,aug,V,Fluorine,5,aug-cc-pVnZ
28,FNO,1,aug-cc-pV5Z,16.05325560525,11.968558918771846,16.06635,11.961971729027873,-0.08150198862839804,0.05506775883768475,aug,V,Fluorine,5,aug-cc-pVnZ
29,FNO,2,aug-cc-pV5Z,16.067569335926667,11.987279323122724,16.08061,11.980014334844578,-0.0810955807853892,0.06064256748855419,aug,V,Fluorine,5,aug-cc-pVnZ
30,FNO,3,aug-cc-pV5Z,16.091569994033332,12.018538952309852,16.10443666666667,12.01100198879494,-0.07989520465480261,0.06275049760164488,aug,V,Fluorine,5,aug-cc-pVnZ
31,FNO,4,aug-cc-pV5Z,16.125483472636663,12.062415289263216,16.13895,12.054357724279292,-0.08344116168237765,0.06684358609745318,aug,V,Fluorine,5,aug-cc-pVnZ
32,FNO,5,aug-cc-pV5Z,16.169646430620002,12.118991460050651,16.182676666666666,12.111265791730412,-0.08051965886152526,0.0637891072088766,aug,V,Fluorine,5,aug-cc-pVnZ
33,FNO,6,aug-cc-pV5Z,16.22453202231333,12.188321355741031,16.238046666666666,12.181056385069972,-0.08322826403177287,0.05964154865881538,aug,V,Fluorine,5,aug-cc-pVnZ
34,FNO,7,aug-cc-pV5Z,16.290793109756667,12.270366424677691,16.303853333333333,12.26325154999556,-0.08010513410326262,0.05801784830984214,aug,V,Fluorine,5,aug-cc-pVnZ
35,FNO,8,aug-cc-pV5Z,16.369336862323333,12.364878521185137,16.383476666666667,12.356078775569188,-0.08630527348387428,0.07121794685663811,aug,V,Fluorine,5,aug-cc-pVnZ
36,FNO,0,aug-cc-pCVDZ,15.52620489702,12.20028483799515,16.061666666666664,11.954530972207504,-3.3337870892186228,2.055738249865156,aug,CV,Fluorine,D,aug-cc-pCVnZ
37,FNO,1,aug-cc-pCVDZ,15.530823189806666,12.2066172240914,16.06635,11.961971729027873,-3.333220116537569,2.045193723956479,aug,CV,Fluorine,D,aug-cc-pCVnZ
38,FNO,2,aug-cc-pCVDZ,15.54472065172,12.225633369268818,16.08061,11.980014334844578,-3.3325187805686447,2.0502399042198425,aug,CV,Fluorine,D,aug-cc-pCVnZ
39,FNO,3,aug-cc-pCVDZ,15.568027555826664,12.25738732546666,16.10443666666667,12.01100198879494,-3.330815736947052,2.051330412746353,aug,CV,Fluorine,D,aug-cc-pCVnZ
40,FNO,4,aug-cc-pCVDZ,15.60096992583,12.301958610102522,16.13895,12.054357724279292,-3.33342673575419,2.054036320197506,aug,CV,Fluorine,D,aug-cc-pCVnZ
41,FNO,5,aug-cc-pCVDZ,15.643884804450002,12.359432942856332,16.182676666666666,12.111265791730412,-3.329435996991005,2.049060398751782,aug,CV,Fluorine,D,aug-cc-pCVnZ
42,FNO,6,aug-cc-pCVDZ,15.697246243766664,12.429866980305778,16.238046666666666,12.181056385069972,-3.330452449124641,2.0426027708135996,aug,CV,Fluorine,D,aug-cc-pCVnZ
43,FNO,7,aug-cc-pCVDZ,15.761708969093334,12.513224344100763,16.303853333333333,12.26325154999556,-3.325252951899297,2.0383891913665675,aug,CV,Fluorine,D,aug-cc-pCVnZ
44,FNO,8,aug-cc-pCVDZ,15.83818378928,12.60925692941387,16.383476666666667,12.356078775569188,-3.328309909313101,2.04901699352447,aug,CV,Fluorine,D,aug-cc-pCVnZ
45,FNO,0,aug-cc-pCVTZ,15.928795650616667,12.036697808688224,16.061666666666664,11.954530972207504,-0.8272554698557434,0.6873279819320876,aug,CV,Fluorine,T,aug-cc-pCVnZ
46,FNO,1,aug-cc-pCVTZ,15.933488451770002,12.042957920281054,16.06635,11.961971729027873,-0.8269553957806123,0.6770304518999487,aug,CV,Fluorine,T,aug-cc-pCVnZ
47,FNO,2,aug-cc-pCVTZ,15.9476091639,12.061756899616103,16.08061,11.980014334844578,-0.8270882516272754,0.6823244320649324,aug,CV,Fluorine,T,aug-cc-pCVnZ
48,FNO,3,aug-cc-pCVTZ,15.97128719517,12.09314781514678,16.10443666666667,12.01100198879494,-0.826787513606512,0.6839215115314666,aug,CV,Fluorine,T,aug-cc-pCVnZ
49,FNO,4,aug-cc-pCVTZ,16.00474698354333,12.13720870854002,16.13895,12.054357724279292,-0.8315473835452126,0.6873114781872967,aug,CV,Fluorine,T,aug-cc-pCVnZ
50,FNO,5,aug-cc-pCVTZ,16.048323008243333,12.194023650241494,16.182676666666666,12.111265791730412,-0.8302313714274259,0.6833130403891303,aug,CV,Fluorine,T,aug-cc-pCVnZ
51,FNO,6,aug-cc-pCVTZ,16.102485319443332,12.263648108020888,16.238046666666666,12.181056385069972,-0.8348377733241337,0.6780341568088181,aug,CV,Fluorine,T,aug-cc-pCVnZ
52,FNO,7,aug-cc-pCVTZ,16.167882373736667,12.346046235407298,16.303853333333333,12.26325154999556,-0.83398051256185,0.6751446390396176,aug,CV,Fluorine,T,aug-cc-pCVnZ
53,FNO,8,aug-cc-pCVTZ,16.24541489019,12.440974759642948,16.383476666666667,12.356078775569188,-0.8426891268906598,0.6870786890871848,aug,CV,Fluorine,T,aug-cc-pCVnZ
54,FNO,0,aug-cc-pCVQZ,16.03466259224,11.974957388262292,16.061666666666664,11.954530972207504,-0.168127473861142,0.17086756563077152,aug,CV,Fluorine,Q,aug-cc-pCVnZ
55,FNO,1,aug-cc-pCVQZ,16.039403749056667,11.981202228527286,16.06635,11.961971729027873,-0.16771856049029477,0.1607636260562842,aug,CV,Fluorine,Q,aug-cc-pCVnZ
56,FNO,2,aug-cc-pCVQZ,16.053669707223335,11.99995538993398,16.08061,11.980014334844578,-0.16753277877309924,0.16645268137453598,aug,CV,Fluorine,Q,aug-cc-pCVnZ
57,FNO,3,aug-cc-pCVQZ,16.077590422303334,12.03126992151421,16.10443666666667,12.01100198879494,-0.16670092173357987,0.16874472869273635,aug,CV,Fluorine,Q,aug-cc-pCVnZ
58,FNO,4,aug-cc-pCVQZ,16.11139128183,12.075223802952852,16.13895,12.054357724279292,-0.17075905291237997,0.17309987932026039,aug,CV,Fluorine,Q,aug-cc-pCVnZ
59,FNO,5,aug-cc-pCVQZ,16.15540818555,12.131900939553557,16.182676666666666,12.111265791730412,-0.16850414599725758,0.17037977844755134,aug,CV,Fluorine,Q,aug-cc-pCVnZ
60,FNO,6,aug-cc-pCVQZ,16.210113204303337,12.2013564021289,16.238046666666666,12.181056385069972,-0.17202476958432775,0.16665235277794632,aug,CV,Fluorine,Q,aug-cc-pCVnZ
61,FNO,7,aug-cc-pCVQZ,16.27615766144333,12.283553442138455,16.303853333333333,12.26325154999556,-0.16987193961918817,0.16555064584728282,aug,CV,Fluorine,Q,aug-cc-pCVnZ
62,FNO,8,aug-cc-pCVQZ,16.354446479373333,12.378246778447313,16.383476666666667,12.356078775569188,-0.17719186155645067,0.17940969202912724,aug,CV,Fluorine,Q,aug-cc-pCVnZ
63,FNO,0,d-aug-cc-pVDZ,16.039371698820002,12.001426883454682,16.061666666666664,11.954530972207504,-0.13880855772540396,0.3922856643744892,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
64,FNO,1,d-aug-cc-pVDZ,16.044127178193335,12.00770860221275,16.06635,11.961971729027873,-0.13831904450397683,0.3823522929241534,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
65,FNO,2,d-aug-cc-pVDZ,16.058436286623333,12.026573102902114,16.08061,11.980014334844578,-0.13789099652728737,0.38863699788837364,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
66,FNO,3,d-aug-cc-pVDZ,16.082429536929997,12.058075577175678,16.10443666666667,12.01100198879494,-0.13665258954522996,0.39192057768913763,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
67,FNO,4,d-aug-cc-pVDZ,16.116333279366668,12.102297681425997,16.13895,12.054357724279292,-0.14013749737952988,0.3976981457099636,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
68,FNO,5,d-aug-cc-pVDZ,16.16048484191,12.159328693876716,16.182676666666666,12.111265791730412,-0.1371332148183818,0.39684458233194386,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
69,FNO,6,d-aug-cc-pVDZ,16.21535829713,12.229230984780548,16.238046666666666,12.181056385069972,-0.13972351479467754,0.39548786400514696,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
70,FNO,7,d-aug-cc-pVDZ,16.281607740886667,12.31197731732574,16.303853333333333,12.26325154999556,-0.13644377186087991,0.3973315489087943,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
71,FNO,8,d-aug-cc-pVDZ,16.36014202351667,12.407334414811617,16.383476666666667,12.356078775569188,-0.14242790846385747,0.4148212404065701,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
72,FNO,0,d-aug-cc-pVTZ,16.073235106789998,11.960562813259854,16.061666666666664,11.954530972207504,0.072025153823807,0.05045652620226415,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
73,FNO,1,d-aug-cc-pVTZ,16.07800277561333,11.966792273182302,16.06635,11.961971729027873,0.07252907856066597,0.04029890944091398,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
74,FNO,2,d-aug-cc-pVTZ,16.09234832158,11.98549932217141,16.08061,11.980014334844578,0.07299674315838205,0.04578448049831937,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
75,FNO,3,d-aug-cc-pVTZ,16.116401845933332,12.01673711325314,16.10443666666667,12.01100198879494,0.07429740955440894,0.0477489260558785,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
76,FNO,4,d-aug-cc-pVTZ,16.150388943706666,12.060583865070743,16.13895,12.054357724279292,0.07087786818017822,0.051650539446915895,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
77,FNO,5,d-aug-cc-pVTZ,16.194645718963333,12.117123976745091,16.182676666666666,12.111265791730412,0.07396212964769394,0.04836971721551209,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
78,FNO,6,d-aug-cc-pVTZ,16.249644322446667,12.186413489265902,16.238046666666666,12.181056385069972,0.07142272724100876,0.04397897872385056,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
79,FNO,7,d-aug-cc-pVTZ,16.316035806486667,12.268417510289916,16.303853333333333,12.26325154999556,0.07472143489188095,0.04212553475964348,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
80,FNO,8,d-aug-cc-pVTZ,16.3947240329,12.362894287693669,16.383476666666667,12.356078775569188,0.06865066836648834,0.05515918317028617,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
81,FNO,0,d-aug-cc-pVQZ,16.064199158506668,11.953067090285812,16.061666666666664,11.954530972207504,0.015767304181823066,-0.01224541494012304,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
82,FNO,1,d-aug-cc-pVQZ,16.06896854446333,11.959293095728468,16.06635,11.961971729027873,0.016298315817415393,-0.022392907792158835,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
83,FNO,2,d-aug-cc-pVQZ,16.08331931930333,11.977989670253349,16.08061,11.980014334844578,0.01684836149456784,-0.016900351991565535,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
84,FNO,3,d-aug-cc-pVQZ,16.107381827500003,12.0092096156061,16.10443666666667,12.01100198879494,0.01828788484995931,-0.01492276156903438,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
85,FNO,4,d-aug-cc-pVQZ,16.141382108686667,12.053030499204697,16.13895,12.054357724279292,0.015069807432736683,-0.011010334228940549,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
86,FNO,5,d-aug-cc-pVQZ,16.18565698406,12.10953564865705,16.182676666666666,12.111265791730412,0.018416714705007515,-0.014285402559198314,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
87,FNO,6,d-aug-cc-pVQZ,16.24067972491,12.178779390851693,16.238046666666666,12.181056385069972,0.016215363198445992,-0.018692912554532492,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
88,FNO,7,d-aug-cc-pVQZ,16.307103149033335,12.260724063498357,16.303853333333333,12.26325154999556,0.019932807499916456,-0.020610247509804513,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
89,FNO,8,d-aug-cc-pVQZ,16.385833993033334,12.355123290053536,16.383476666666667,12.356078775569188,0.01438843790380044,-0.007732918614448772,d-aug,V,Fluorine,Q,d-aug-cc-pVnZ
90,FNO,0,d-aug-cc-pV5Z,16.060533216786666,11.952191513756723,16.061666666666664,11.954530972207504,-0.007056863422211444,-0.01956963812482005,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
91,FNO,1,d-aug-cc-pV5Z,16.065302865546666,11.958416548272526,16.06635,11.961971729027873,-0.006517562815036383,-0.0297206918381175,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
92,FNO,2,d-aug-cc-pV5Z,16.079654460396668,11.97711015405987,16.08061,11.980014334844578,-0.005942185049771472,-0.024241880715119356,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
93,FNO,3,d-aug-cc-pV5Z,16.103718445626665,12.008324955798034,16.10443666666667,12.01100198879494,-0.004459771272159905,-0.022288173787685904,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
94,FNO,4,d-aug-cc-pV5Z,16.137721045350002,12.052138192493883,16.13895,12.054357724279292,-0.007614836467051951,-0.01841269220788362,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
95,FNO,5,d-aug-cc-pV5Z,16.181999383143335,12.108632651295864,16.182676666666666,12.111265791730412,-0.004185237938577299,-0.021741248849040003,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
96,FNO,6,d-aug-cc-pV5Z,16.23702721171,12.177861794202876,16.238046666666666,12.181056385069972,-0.006278187134159951,-0.0262258934373854,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
97,FNO,7,d-aug-cc-pV5Z,16.3034581229,12.25978656117174,16.303853333333333,12.26325154999556,-0.002424030842599816,-0.028255057883254022,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
98,FNO,8,d-aug-cc-pV5Z,16.382200139400002,12.354158242061056,16.383476666666667,12.356078775569188,-0.007791552993523121,-0.015543228098621187,d-aug,V,Fluorine,5,d-aug-cc-pVnZ
99,FNO,0,d-aug-cc-pCVDZ,16.039899528276667,11.991561950744671,16.061666666666664,11.954530972207504,-0.13552228944690395,0.30976521473957364,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
100,FNO,1,d-aug-cc-pCVDZ,16.044652078096664,11.99783437059818,16.06635,11.961971729027873,-0.13505196826494834,0.2998054366177834,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
101,FNO,2,d-aug-cc-pCVDZ,16.058952303663332,12.016670974778863,16.08061,11.980014334844578,-0.13468205706542039,0.3059816032746122,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
102,FNO,3,d-aug-cc-pCVDZ,16.082930421656666,12.048126973605516,16.10443666666667,12.01100198879494,-0.13354236136999567,0.3090914883305362,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
103,FNO,4,d-aug-cc-pCVDZ,16.116812239553333,12.09228412115614,16.13895,12.054357724279292,-0.13716976907833628,0.314628101673629,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
104,FNO,5,d-aug-cc-pCVDZ,16.16093420608667,12.149231998227886,16.182676666666666,12.111265791730412,-0.13435639250447626,0.3134784352878916,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
105,FNO,6,d-aug-cc-pCVDZ,16.215769011403335,12.219033725836756,16.238046666666666,12.181056385069972,-0.13719418179196383,0.3117737868230484,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
106,FNO,7,d-aug-cc-pCVDZ,16.28196855503,12.301663738523033,16.303853333333333,12.26325154999556,-0.1342307113287603,0.3132300464593004,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
107,FNO,8,d-aug-cc-pCVDZ,16.360438072133334,12.396892304205766,16.383476666666667,12.356078775569188,-0.14062091338773103,0.33031133402350754,d-aug,CV,Fluorine,D,d-aug-cc-pCVnZ
108,FNO,0,d-aug-cc-pCVTZ,16.071971142146666,11.958504239165112,16.061666666666664,11.954530972207504,0.06415570497043697,0.033236493902148875,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
109,FNO,1,d-aug-cc-pCVTZ,16.076736990063335,11.96473246711582,16.06635,11.961971729027873,0.06465058998051752,0.02307928952253923,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
110,FNO,2,d-aug-cc-pCVTZ,16.09107700756333,11.983435874566242,16.08061,11.980014334844578,0.0650908613748578,0.028560397559061316,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
111,FNO,3,d-aug-cc-pCVTZ,16.115121090223333,12.014667790490329,16.10443666666667,12.01100198879494,0.06634459669601254,0.03052036540172767,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
112,FNO,4,d-aug-cc-pCVTZ,16.149094460306667,12.058506773938404,16.13895,12.054357724279292,0.06285700313010478,0.03441950001828405,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
113,FNO,5,d-aug-cc-pCVTZ,16.19333262809,12.115037814902823,16.182676666666666,12.111265791730412,0.06584795360389785,0.0311447476859665,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
114,FNO,6,d-aug-cc-pCVTZ,16.24830683214,12.184317955071736,16.238046666666666,12.181056385069972,0.06318595877911475,0.026775756540795025,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
115,FNO,7,d-aug-cc-pCVTZ,16.31466671799,12.266314007838236,16.303853333333333,12.26325154999556,0.06632410409728111,0.024972641474330506,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
116,FNO,8,d-aug-cc-pCVTZ,16.393313914603333,12.360787199047742,16.383476666666667,12.356078775569188,0.06004371438865923,0.038106130302956766,d-aug,CV,Fluorine,T,d-aug-cc-pCVnZ
117,FNO,0,d-aug-cc-pCVQZ,16.06419597071333,11.95301858109108,16.061666666666664,11.954530972207504,0.015747456967943427,-0.012651195767869283,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
118,FNO,1,d-aug-cc-pCVQZ,16.068965077130002,11.959244734410229,16.06635,11.961971729027873,0.016276734479221597,-0.022797199988583063,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
119,FNO,2,d-aug-cc-pCVQZ,16.083315001933332,11.977941767060685,16.08061,11.980014334844578,0.016821513197150733,-0.01730021121815088,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
120,FNO,3,d-aug-cc-pCVQZ,16.10737605375333,12.009162527062053,16.10443666666667,12.01100198879494,0.018252032949073956,-0.015314806663115977,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
121,FNO,4,d-aug-cc-pCVQZ,16.14137420669333,12.052984668864422,16.13895,12.054357724279292,0.015020845180946919,-0.011390531509651105,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
122,FNO,5,d-aug-cc-pCVQZ,16.185646176373336,12.10949166605775,16.182676666666666,12.111265791730412,0.018349929173253673,-0.014648556997849378,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
123,FNO,6,d-aug-cc-pCVQZ,16.240665069366667,12.178738084155944,16.238046666666666,12.181056385069972,0.01612510884930754,-0.019032018576567066,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
124,FNO,7,d-aug-cc-pCVQZ,16.307083444723336,12.260686654793531,16.303853333333333,12.26325154999556,0.019811950733139287,-0.020915294704448372,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
125,FNO,8,d-aug-cc-pCVQZ,16.385807619533335,12.355091671562317,16.383476666666667,12.356078775569188,0.014227461692611581,-0.007988812832940954,d-aug,CV,Fluorine,Q,d-aug-cc-pCVnZ
126,FNO,0,aug-cc-pV6Z,,,16.061666666666664,11.954530972207504,,,aug,V,Fluorine,6,aug-cc-pVnZ
127,FNO,1,aug-cc-pV6Z,,,16.06635,11.961971729027873,,,aug,V,Fluorine,6,aug-cc-pVnZ
128,FNO,2,aug-cc-pV6Z,,,16.08061,11.980014334844578,,,aug,V,Fluorine,6,aug-cc-pVnZ
129,FNO,3,aug-cc-pV6Z,,,16.10443666666667,12.01100198879494,,,aug,V,Fluorine,6,aug-cc-pVnZ
130,FNO,4,aug-cc-pV6Z,,,16.13895,12.054357724279292,,,aug,V,Fluorine,6,aug-cc-pVnZ
131,FNO,5,aug-cc-pV6Z,,,16.182676666666666,12.111265791730412,,,aug,V,Fluorine,6,aug-cc-pVnZ
132,FNO,6,aug-cc-pV6Z,,,16.238046666666666,12.181056385069972,,,aug,V,Fluorine,6,aug-cc-pVnZ
133,FNO,7,aug-cc-pV6Z,,,16.303853333333333,12.26325154999556,,,aug,V,Fluorine,6,aug-cc-pVnZ
134,FNO,8,aug-cc-pV6Z,,,16.383476666666667,12.356078775569188,,,aug,V,Fluorine,6,aug-cc-pVnZ
135,FNO,0,d-aug-cc-pV6Z,,,16.061666666666664,11.954530972207504,,,d-aug,V,Fluorine,6,d-aug-cc-pVnZ
136,FNO,1,d-aug-cc-pV6Z,,,16.06635,11.961971729027873,,,d-aug,V,Fluorine,6,d-aug-cc-pVnZ
137,FNO,2,d-aug-cc-pV6Z,,,16.08061,11.980014334844578,,,d-aug,V,Fluorine,6,d-aug-cc-pVnZ
138,FNO,3,d-aug-cc-pV6Z,,,16.10443666666667,12.01100198879494,,,d-aug,V,Fluorine,6,d-aug-cc-pVnZ
139,FNO,4,d-aug-cc-pV6Z,,,16.13895,12.054357724279292,,,d-aug,V,Fluorine,6,d-aug-cc-pVnZ
140,FNO,5,d-aug-cc-pV6Z,,,16.182676666666666,12.111265791730412,,,d-aug,V,Fluorine,6,d-aug-cc-pVnZ
141,FNO,6,d-aug-cc-pV6Z,,,16.238046666666666,12.181056385069972,,,d-aug,V,Fluorine,6,d-aug-cc-pVnZ
142,FNO,7,d-aug-cc-pV6Z,,,16.303853333333333,12.26325154999556,,,d-aug,V,Fluorine,6,d-aug-cc-pVnZ
143,FNO,8,d-aug-cc-pV6Z,,,16.383476666666667,12.356078775569188,,,d-aug,V,Fluorine,6,d-aug-cc-pVnZ
144,CH3SH,0,aug-cc-pVDZ,34.94684886551333,9.601436631451625,35.876673333333336,9.257993594332786,-2.5917243195346567,3.7096918853894496,aug,V,Second-row,D,aug-cc-pVnZ
145,CH3SH,1,aug-cc-pVDZ,34.974204238406664,9.612975901753822,35.90724,9.2684893716908,-2.598461373230964,3.716749475002957,aug,V,Second-row,D,aug-cc-pVnZ
